RETFORD-MORTON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK652800,Long,-1.022853,Lat,53.312931,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.32,3.57,0.78,2.2,0.51,2.03,2.88,1.1,1.22,1.98,2.28,0.56,2.85,0.75,0.89,1.13,1.75,0.91,3.39,3.56,1.12,2.08,0.47,2.54,1.67,2.92,2.56,1.81,3.26,1.27,1.73,1.53,2.3,1.36,3.75,1.58,3.25,2.15,0.95,1.79,1.71,1.58,3.85,3.61,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.94,0.19,0.68,3.17,0.72,1.36,4.09,1.27,1.71,0.78,3.32,0.82,1.78,1.52,1.33,0.55,1.89,0.75,1.16,0.77,0.97,2.56,3.65,0.59,1.36,2.56,2.23,0.18,2.55,4.11,1.17,2.14,1.38,1.68,1.74,0.51,0.43,2.18,0.43,2.72,0.73,2.31,2.71,2.61,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.55,1.53,1.77,2.22,1.79,0.76,0.71,1.98,1.59,2.67,2.08,1.93,1.3,1.34,2.63,3.4,0.81,1.04,2.69,2.8,1.62,0.88,3.77,1.76,0.78,3.45,2.07,0.93,1.49,1.35,1,0.63,0.62,2.34,1.83,0.07,2.17,0.22,0.99,2.62,2.47,0.58,1.28,1.85,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.28,2.64,0.96,1.14,2.11,2.15,1.22,1.25,2.17,1.19,1.3,1.67,0.75,1.64,1.91,1.18,2.01,0.71,0.13,2.04,0.61,0.74,0.93,1.33,1.4,1.6,4.17,1.12,2.52,1.98,1.44,1.84,1.52,2.05,0.69,0.85,2.63,3.2,1.92,0.68,2.13,1.8,1.43,2.36,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.5,1.32,0.52,0.84,1.87,2.43,1.44,0.95,2.8,2.55,2.32,0.47,1.55,3.16,2.09,1.2,2.04,1.1,2.5,2,1.87,1.66,2.4,1.86,2.33,1.23,2.04,1.2,0.83,3.05,2.5,4.02,2.02,1.05,1.56,0.75,1.15,2.17,6.82,2.13,0.71,0.36,0.75,3.25,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.35,1.61,2.94,2.69,0.97,1.63,1.87,1.76,1.43,1.54,0.57,3.27,1.8,2.86,1.73,2.84,1.8,2.8,4.58,0.33,1.88,1.03,1.65,1.52,0.47,0.86,2.27,0.48,0.91,0.86,0.95,0.28,2.98,3.06,1.93,1.01,1.29,3.41,0.72,1.26,1.16,3.22,4.47,1.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.87,3.75,1.61,0.56,1.42,3.65,2.01,3.86,1.87,2.54,2.2,1.47,0.48,1.44,2.4,3.74,2.67,0.23,4.04,0.69,1.56,4.32,1.15,0.98,2.64,2.38,3.76,0.54,3.54,3.84,2.22,0.99,1.64,2.53,0.58,1.44,5.01,3.79,4.01,0.95,1.74,0.45,4.56,3.63,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.99,1.47,1.54,2.29,3.28,0.63,5.01,1.07,3.36,4.59,3.13,2.92,1.65,1.57,2.6,3.6,3.5,1.85,4.95,1.47,1.64,2.23,2.13,5.29,2.07,2,0.62,5.4,6.39,2.3,3.11,1.89,3.28,4.08,2.27,1.7,2.84,5.29,1.24,0.28,1.11,1.37,1.72,1.31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,0.49,0.94,4.17,2.04,0.61,2.91,1.72,0.84,1.27,2.83,1.38,1.37,0.85,0.55,1.29,2.34,0.46,1.33,1.27,1.75,0.8,0.7,1.68,0.59,3.83,2.01,1.66,0.72,2.56,2.2,2.21,2.95,0.88,4.55,0.21,1.13,3.49,3.2,1.27,1.22,1.24,3.81,1.78,1.72,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.24,2.57,3.98,1,2.72,2.9,2.35,1.48,2.14,5.05,0.34,1.23,5.06,5.17,0.72,2.47,2.68,1.78,2.28,2.85,2.29,1.14,1.75,2.18,1.12,2.06,1.99,2.62,0.6,1.49,4.23,2.56,1.96,1.76,5.26,3.02,1.67,0.6,3.07,4.04,1.07,3.19,2.05,3.46,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,1.69,3.49,1.29,2.15,2.78,1.1,2.25,2.31,1.76,1.55,0.78,2.65,2.56,1.88,1.09,0.14,3.28,2.48,1.94,1.83,2.41,2.18,3.71,0.96,1.51,1.79,1.28,1.49,0.85,2.16,1.42,2.15,3.12,2.38,2.23,4.41,3,2.85,1.29,2.05,2.02,4.32,2.57,1.42,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
