NOTTINGHAM (ASPLEY),,,,,,,,,,,,
Grid ref,SK536423,Long,-1.203234,Lat,52.975380,,,,,,,
Station no,2607/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.19,1.95,0.86,1.46,,,,,,,,
February,3.03,0.49,1.72,2.26,,,,,,,,
March,3.50,2.65,0.96,2.13,,,,,,,,
April,1.25,1.72,1.73,0.29,,,,,,,,
May,3.07,2.84,2.06,2.89,,,,,,,,
June,1.57,3.13,3.11,3.74,,,,,,,,
July,0.51,1.46,2.36,1.86,,,,,,,,
August,5.26,2.69,1.73,5.50,,,,,,,,
September,1.44,1.56,1.25,2.65,,,,,,,,
October,0.70,3.01,2.25,3.15,,,,,,,,
November,5.37,1.72,1.56,4.65,,,,,,,,
December,1.72,2.42,0.79,1.96,,,,,,,,
Total,29.61,25.64,20.38,32.54,,,,,,,,
Calc annual,29.61,25.64,20.38,32.54,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
