REAY SANDSIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NC 950 646,Long,-3.804605,Lat,58.557073,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,3.13,4.66,2.89,3.43,5.18,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.7,,
February,,,,,,,5.4,2.68,3.15,1.65,2.71,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.04,,
March,,,,,,,2.27,2.39,3.68,2.84,1.92,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,2.54,,
April,,,,,,,1.93,2.43,2.6,2.2,5.14,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.02,,
May,,,,,,,3.13,1.84,2.36,1.98,2.39,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,2.31,,
June,,,,,,,1.39,4.05,2.03,2.21,1.18,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,3.38,,
July,,,,,,,2.01,1.5,1.55,2.33,2.91,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,4.09,,
August,,,,,,,3.65,4.4,1.61,3.69,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,
September,,,,,,,2.05,0.89,4.9,2.16,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,
October,,,,,,,2.71,2.02,1.09,3.88,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,
November,,,,,,,6.04,1.83,3.71,6.8,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,
December,,,,,,,3.91,2.35,2.66,3.69,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,
Total,,,,,,,37.62,31.04,32.23,36.86,43.12,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gauge moved to Manse 1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
