"CALNE,COMPTON BASSETTS GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1493,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.47,3.28,,,4.13,2.97,4.42,3.07,5.00,1.27,4.17,
February,1.03,0.40,,,0.25,4.32,2.14,4.51,2.47,0.96,0.55,
March,2.13,1.59,,,1.45,0.35,1.22,2.83,2.31,0.17,1.86,
April,5.95,0.62,,,2.94,2.13,2.58,2.04,1.73,0.88,2.93,
May,2.24,2.04,,,5.37,3.27,3.14,1.17,1.01,1.98,1.32,
June,2.57,0.11,,,2.33,0.07,3.26,3.12,2.61,1.44,1.79,
July,6.07,0.50,,,4.54,4.59,2.73,3.59,2.88,2.21,2.59,
August,1.26,1.34,,,2.61,3.09,1.84,4.57,1.89,1.98,2.82,
September,1.56,2.41,,,4.25,3.64,1.00,7.03,1.38,0.29,3.42,
October,2.52,1.03,,,4.65,3.09,3.36,2.51,5.37,4.38,2.20,
November,1.36,2.90,,,2.71,1.91,6.63,2.79,3.61,7.26,4.97,
December,2.85,1.88,,,5.21,3.66,0.41,2.89,3.26,6.81,3.63,
Total,33.01,18.10,,,40.44,33.09,32.73,40.12,33.52,29.63,32.25,
Calc annual,33.01,18.10,0.00,0.00,40.44,33.09,32.73,40.12,33.52,29.63,32.25,
Difference,0.00,0.00,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
