BASINGSTOKE-UPTON-GREY-HO (5 inch gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU693485,Long,-1.008847,Lat,51.231488,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.22,,,4.63,1.15,5.01,1.75,3.07,2.31,2.37,0.58,5.41,6.93,3.34,5.45,2.58,2.69,3.8,5.76,2.16,1.6,2.41,2.44,6.26,0.95,0.73,3.9,2.63,0.9,1.55,3.19,4.4,1.88,3.43,3.78,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.24,,,2.09,0.6,0.84,1.58,0.13,5.65,0.1,3.67,2.59,5.11,0.52,1.37,2.73,2.78,0.53,1.32,0.89,2.44,2.42,1.94,1.28,1.56,4.84,6.4,0.79,1.69,2.98,1.74,0.25,3.63,2.51,0.2,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.39,,,2.57,0.08,1.2,0.35,1.75,3.29,3,0.63,2.13,3.98,0.21,1.1,3.27,3.68,2.04,0.59,0.24,0.65,1.19,5.9,0.98,1.44,1.31,4.88,2.5,0.64,2.55,1.19,0.89,1.69,1.34,3.79,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.54,,,1.59,0.88,2.1,3.55,2.97,1.06,1.97,3.71,2.02,2.16,0.06,2.24,1.36,1.52,2.3,0.98,1.25,1.12,2.48,2.31,1.92,2.15,2.73,2.99,1.56,2.57,0.31,0.45,1.16,0.27,0.85,2.65,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.12,,,1.39,1.84,1.52,3.51,5.03,2.48,0.84,1.1,0.36,3.89,1.61,1.13,0.74,2.61,3.62,2.86,0.35,2,3.03,1.07,3.43,2.47,1.53,2.92,2.88,2.07,2.12,3.89,0.28,1.23,2.22,1.11,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0.02,,,2.34,1.62,0.45,1.74,1.32,2.48,1.36,3.46,3.66,1.35,0.9,1.52,0.81,1.63,0.46,1.01,2.82,2.56,3.13,1.5,2.1,0.71,1.43,1.15,1.72,1.56,2.86,3.1,2.04,1.15,3.16,1.77,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.73,,,1.69,2.03,1.41,3.89,2.21,1.82,2.93,0.69,4.42,0.72,2.6,4.01,2.67,4.38,1.64,1.87,2.37,3.37,2.28,1.96,1.05,0.91,4.71,2.21,0.68,2.91,2.5,1.01,4.24,3.87,1.17,2.49,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.3,,,2.63,1.49,3.6,3.9,1.16,0.67,2.31,2.88,0.74,1.94,1.35,1.74,0.07,4.86,1.75,2.19,1.45,1.28,4.1,0.48,3.44,1.87,4.46,4.12,3.7,1.55,3.42,0.83,4.03,2.8,3.67,3.05,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.96,,,1.05,0.47,3.02,1.75,2.79,4.32,1.78,4.55,3.04,2.18,1.16,0.65,1.71,0.12,1.72,1.35,2.61,2.31,4.63,1.14,2.39,1.41,2.92,3.58,3.05,2.22,2.54,2.06,4.4,2.87,4.02,0.11,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,3.14,,,5.24,4.38,1.36,0.51,4.75,1.87,1.36,4.17,2.13,3.34,3.33,5.78,3.98,1.03,3.39,4.51,4.68,4.04,0.98,0.88,2.76,7.69,0.46,0.88,3.78,3.99,2.75,4.76,2.82,2.46,2.49,2.6,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,1.52,,,2.4,8.59,5.67,3.7,1.68,0.62,2.41,5.79,3.79,1.93,3.77,6.43,8.77,3.05,2.35,1.93,4.71,0.39,6.18,1.38,1.4,3.03,6.2,7.74,3.88,1.05,5.51,2.36,0.83,2.91,2.36,3.16,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,3.97,,,2.58,7.4,3.02,0.66,0.9,0.55,7.65,3.66,2.9,3.99,3.62,1.41,1.48,1.99,3.76,2.07,2.55,3.79,2.88,3.3,5.71,1.62,1.71,2.47,2.54,0.84,2.24,3.1,4.03,2.63,2.87,6.03,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,31.15,,,30.2,30.53,29.2,26.89,27.76,27.12,28.08,34.89,33.19,37.52,22.47,32.83,30.17,30.34,27.36,26.44,26.08,25.55,35.71,24.3,32.72,25.81,33.03,43.24,29.71,21.99,31.33,27.68,29.37,27.39,30.09,30.74,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
