MAIDENHEAD-BOULTERS-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU903824,Long,-0.69954363,Lat,51.533295,Elevation,82,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,783/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,0.52,3.2,1.05,1.3,2.24,3.26,2.11,2.26,2.25,1.29,2.6,1.46,2.18,1.74,3.1,0.91,2.55,1.09,1.51,1.79,1.54,0.94,3.89,3.77,2.83,4.48,2.46,2.7,3.32,4.7,1.54,1.29,1.73,1.46,4.82,1.23,0.64,2.88,1.73,0.92,0.95,2.46,3.65,1.65,2.8,2.65,2.4
February,,,,0.61,2.64,2.56,3.37,0.94,0.86,2.04,0.34,0.16,2.21,3.36,0.32,2.37,1.94,3.38,1.22,0.63,0.62,1.24,0.08,2.7,0.1,2.34,1.88,4.64,0.43,0.88,2.04,2.54,0.83,1.01,1.31,1.68,2.47,1.17,1.2,1.17,3.68,4.8,0.77,1.53,2.29,1.57,0.23,3.23,3.14,0.07,1.99
March,,,,2.1,4.19,0.97,3.95,1.6,0.7,3.23,1.52,0.85,1.61,1.93,1.01,0.41,0.22,2.13,1.5,0.01,1.25,0.11,1.5,2.26,2.15,0.56,1.62,2.75,0.27,1.27,2.66,3.12,1.91,0.45,0.21,0.44,0.98,5.57,0.72,1.37,0.75,3.52,2.37,0.52,2.23,1.11,0.58,1.29,1.61,2.21,1.19
April,,,,2.61,0.81,0.83,0.96,1.98,3.02,2.48,3.23,0.73,2.48,2.14,2.57,1.38,2.44,1.18,0.99,0.58,1.79,2.4,1.77,1.14,1.64,3.21,1.51,2.62,0.08,3.03,1.97,1.83,1.37,0.8,1.45,1.14,2.02,1.73,1.58,1.21,2.18,2.63,1.9,2.44,0.38,0.47,1.56,0.25,1.14,2.17,0.59
May,,,,2.02,1.35,2.87,1.38,2.2,2.18,0.32,0.95,1.05,0.81,1.78,2.86,2.13,1.9,0.96,1.35,2.46,2.08,2.5,4.28,1.54,0.48,1.22,0.35,3.71,1.79,1.5,1.8,1.98,2.81,2.04,0.62,2.63,4.07,1.8,2.62,2.4,1.63,2.43,2.38,1.43,2.96,3.84,0.14,1.22,1.82,0.54,1.7
June,,,,0.65,1.61,0.56,2.55,2.33,0.77,1.08,2.53,0.15,1.15,0.29,2.88,0,2.99,2.52,2.44,0.81,0.7,1.51,0.83,2.44,1.34,3.34,3,1.79,0.7,1.2,0.69,1.84,0.44,1.93,1.39,2.33,2.63,1.97,2.39,0.61,1.69,1.14,1.54,1.2,3.65,2.45,2.06,1.25,3.84,1.01,1.3
July,,,,0.91,2.57,4.18,0.99,4.45,3.92,3.24,6.35,0.15,3.48,2.11,3.38,3.51,2.52,2.75,2.28,1.19,1.67,3.05,1.97,1.02,1.1,1.52,3.6,1.87,1.4,2.66,2.2,5.96,1.88,1.91,1.97,2.73,2.04,1.47,1.13,2.86,4.24,1.38,0.44,3.58,2.67,0.98,3.17,3.5,2.5,3.25,4.45
August,,,,0.65,1.96,2.07,4.01,3.73,1.44,2.1,1.35,0.98,2.85,1.72,2.28,2.84,1.04,3.15,1.82,0.96,2.7,3.84,2.06,0.48,2.71,1.56,0.38,1.97,1.94,2.25,0.04,4.61,2.15,1.56,1.67,1.29,4.34,0.13,2.35,1.67,3.25,3.83,4.01,2.2,3.24,0.8,3.77,2.49,3.36,2.05,2.59
September,,,,1.59,0.96,2.12,0.9,1.46,5.19,2.06,1.46,1.41,2.07,1.46,2.88,2.46,1.77,4.45,0.82,0.52,2.83,1.8,1.76,2.34,1.45,3.93,2.7,2.76,1.62,0.63,1.16,0.24,1.44,1.48,2.17,2.11,3.99,1.11,2.29,1.25,2.64,2.85,2.84,1.97,1.76,1.67,2.55,2.57,4.42,0.07,3.47
October,,,,4.14,1.95,2.43,3.66,3.84,1.2,0.78,2.91,0.81,0.7,4.29,3.13,2.06,2.1,1.54,3.08,3.25,0.74,0.57,4.2,1.46,1.56,2.61,1.78,2.35,2.55,3.94,3.06,1.03,3.36,3.31,3.41,3.13,1.18,0.18,1.98,6.23,0.49,0.82,3,2.5,2.1,3.28,1.78,1.94,3,2.65,6.8
November,,,,2.39,2.23,1.88,3.28,0.72,1.83,1.43,1,1.49,1.07,1.21,2.4,1.57,4.5,3.1,2,5.56,3.15,2.5,1.58,0.81,1.76,4.92,3.85,1.32,2.82,4.72,6.35,2.92,1.62,1.44,3.98,0.19,4.38,1.28,1.87,2.41,4.82,5.81,2.73,1.37,4.13,1.69,0.58,1.93,2.11,2.07,3.92
December,,,,0.95,6.48,4.89,2.64,0.68,1.88,4.3,1.97,1.22,2.05,2.52,2.93,1.84,0.29,2.58,2.08,4.1,2,0.61,0.47,0.44,5.49,2.6,2.08,3.37,2.6,1.3,1.49,1.44,2.79,1.35,1.47,2.55,2.29,2.25,2.9,1.45,1.69,1.53,2.84,0.59,2.41,2.38,3.41,2.1,2.82,3.36,2.84
