"MAIDENHEAD (BOULTER'S LOCK)",,,,,,,,,,,,
Grid ref,SU903824,Long,-0.699544,Lat,51.533295,,,,,,,
Station no,783/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,1.73,0.92,0.95,2.46,3.65,1.65,2.80,2.65,2.40,,
February,4.80,0.77,1.53,2.29,1.57,0.23,3.23,3.14,0.07,1.99,,
March,3.52,2.37,0.52,2.23,1.11,0.58,1.29,1.61,2.21,1.19,,
April,2.63,1.90,2.44,0.38,0.47,1.56,0.25,1.14,2.17,0.58,,
May,2.43,2.38,1.43,2.96,3.84,0.14,1.22,1.82,0.54,1.70,,
June,1.14,1.54,1.20,3.65,2.45,2.06,1.25,3.84,1.01,1.30,,
July,1.38,0.44,3.58,2.67,0.98,3.17,3.50,2.50,3.25,4.45,,
August,3.83,4.01,2.20,3.24,0.80,3.77,2.49,3.36,2.05,2.59,,
September,2.85,2.84,1.97,1.76,1.67,2.55,2.57,4.42,0.07,3.47,,
October,0.82,3.00,2.50,2.10,3.28,1.78,1.94,3.00,2.65,6.80,,
November,5.81,2.73,1.37,4.13,1.69,0.58,1.93,2.11,2.07,3.92,,
December,1.53,2.84,0.59,2.41,2.38,3.41,2.10,2.82,3.36,2.84,,
Total,33.62,26.55,20.25,28.77,22.70,23.48,23.42,32.56,22.10,33.24,,
Calc annual,33.62,26.55,20.25,28.77,22.70,23.48,23.42,32.56,22.10,33.23,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.01,,
