"GRANTHAM DENTON MANOR",,,,,,,,,,,,
Grid ref,SK860323,Long,-0.723484,Lat,52.881298,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.27,1.13,1.28,2.08,2.37,,3.21,1.03,0.91,0.91,,
February,4.77,1.69,1.42,0.80,3.16,,2.36,1.46,1.50,0.63,,
March,0.90,1.96,1.40,3.71,2.16,,1.44,1.35,2.58,3.89,,
April,1.15,1.47,1.96,1.69,1.20,,0.70,2.29,2.13,1.16,,
May,1.87,1.18,2.88,2.90,2.28,,1.63,3.60,2.02,1.01,,
June,2.45,0.71,2.21,2.08,0.65,,2.37,2.25,1.01,2.39,,
July,1.34,3.72,1.16,1.65,3.67,,1.45,2.54,2.13,3.70,,
August,4.01,1.42,3.65,5.01,2.63,,1.26,2.58,2.75,2.51,,
September,0.64,1.29,1.02,2.90,1.88,,1.17,0.80,1.66,5.29,,
October,2.28,1.57,2.33,5.90,0.67,,4.64,4.12,1.17,3.06,,
November,2.06,1.60,1.92,1.96,1.04,,3.43,1.82,1.05,0.57,,
December,4.32,4.60,1.94,1.21,1.90,,2.79,3.01,1.39,4.08,,
Total,29.06,22.34,23.17,31.89,23.61,,26.45,26.85,20.30,29.20,,
Calc annual,29.06,22.34,23.17,31.89,23.61,0.00,26.45,26.85,20.30,29.20,,
Difference,0.00,-0.00,-0.00,0.00,0.00,NaN,0.00,0.00,0.00,-0.00,,
