"NETHERTON (LODGE FARM RES)",,,,,,,,,,,,
Grid ref,SO937872,Long,-2.094196,Lat,52.482684,,,,,,,
Station no,2420,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.29,,1.07,,,,,,,,,
February,0.79,,1.35,,,,,,,,,
March,3.73,2.05,,,,,,,,,,
April,2.61,1.91,2.83,,,,,,,,,
May,2.22,2.57,2.16,,,,,,,,,
June,1.19,0.48,3.03,,,,,,,,,
July,0.39,0.61,2.97,,,,,,,,,
August,,3.30,2.91,,,,,,,,,
September,,1.23,2.57,,,,,,,,,
October,,3.60,,,,,,,,,,
November,,1.18,,,,,,,,,,
December,,1.93,0.98,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,13.22,18.86,19.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
