"BOLTON W.W. (LONGSHOOT)",,,,,,,,,,,,
Grid ref,SD737204,Long,-2.399636,Lat,53.679395,,,,,,,
Station no,2890,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.50,5.55,2.59,5.87,2.98,6.60,5.00,5.39,4.15,7.47,,
February,3.99,2.37,1.88,3.75,2.50,1.45,3.97,8.98,1.13,5.32,,
March,5.36,2.80,3.37,3.38,2.50,1.91,4.76,2.70,2.40,1.55,,
April,3.27,4.11,4.08,1.13,3.68,3.37,0.82,1.90,3.76,3.50,,
May,2.30,2.72,2.74,3.52,5.46,2.54,2.23,5.41,1.18,2.36,,
June,1.66,4.57,3.48,3.92,3.98,3.13,2.68,4.95,3.45,1.56,,
July,4.86,3.29,7.13,8.34,1.39,7.12,8.32,4.22,5.87,9.87,,
August,5.46,6.95,6.16,7.41,2.07,14.40,8.19,4.98,0.65,6.20,,
September,4.46,5.76,5.90,6.85,5.20,4.33,8.79,6.10,0.44,3.97,,
October,1.03,5.84,2.52,10.78,3.77,4.08,8.94,6.04,6.75,4.78,,
November,10.09,3.77,7.47,8.76,3.40,2.59,2.84,2.42,6.17,8.92,,
December,12.81,5.36,2.71,8.65,7.31,5.69,6.78,5.34,10.70,7.15,,
Total,60.79,53.09,50.03,72.36,44.24,57.21,63.32,58.43,46.65,62.65,,
Calc annual,60.79,53.09,50.03,72.36,44.24,57.21,63.32,58.43,46.65,62.65,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
