FERNHURST ASHURST,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,463,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,3.96,5.06,2.03,2.93,4.44,5.30,2.33,5.71,1.40,4.78,
February,,0.14,3.61,6.04,0.70,5.79,2.48,5.05,2.37,0.75,1.48,
March,,1.25,2.66,2.38,1.70,0.55,0.36,4.18,2.24,0.15,1.23,
April,,1.05,4.07,3.12,3.71,3.72,3.28,2.07,2.30,0.70,3.22,
May,,2.05,1.18,2.87,4.53,4.75,2.78,1.25,2.04,2.83,1.94,
June,,0.08,1.77,0.39,2.93,0.03,2.66,3.13,3.10,1.89,0.47,
July,,0.36,4.47,1.06,4.46,3.27,1.68,2.57,1.77,1.54,3.00,
August,,3.21,2.79,2.34,2.78,4.21,1.21,4.87,2.72,2.38,3.85,
September,,1.13,1.59,2.25,5.18,2.86,0.44,6.55,1.36,0.25,2.81,
October,,0.93,1.14,7.01,4.26,4.61,2.40,2.57,7.16,4.69,1.96,
November,,2.24,2.22,1.78,3.61,3.67,8.16,3.90,3.52,9.34,6.21,
December,,2.19,5.09,3.18,5.59,3.69,0.26,5.34,3.66,9.25,3.44,
Total,,18.59,35.65,34.45,42.38,41.59,31.01,43.81,37.95,35.17,34.39,
Calc annual,0.00,18.59,35.65,34.45,42.38,41.59,31.01,43.81,37.95,35.17,34.39,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
