"HORNINGLOW, BURTON ON TRENT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4234,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.29,,,,,,,,,,,
February,1.80,,,,,,,,,,,
March,1.21,,,,,,,,,,,
April,1.23,,,,,,,,,,,
May,1.96,,,,,,,,,,,
June,2.98,,,,,,,,,,,
July,5.73,,,,,,,,,,,
August,1.69,,,,,,,,,,,
September,3.59,,,,,,,,,,,
October,4.43,,,,,,,,,,,
November,1.83,,,,,,,,,,,
December,3.48,,,,,,,,,,,
Total,30.22,,,,,,,,,,,
Calc annual,30.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
