BREASTON (WOODLAND AVE),,,,,,,,,,,,
Grid ref,SK469336,Long,-1.304257,Lat,52.897805,,,,,,,
Station no,2709/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.26,,0.87,0.81,2.02,2.43,1.43,2.98,3.40,6.03,,
February,2.43,0.54,0.93,2.02,2.28,0.69,1.96,3.22,0.18,1.87,,
March,3.80,2.25,0.83,1.80,2.37,0.91,2.09,1.79,1.29,1.41,,
April,2.01,1.06,1.42,0.24,1.00,1.39,0.27,0.73,2.29,1.37,,
May,2.70,2.60,1.01,2.20,3.13,0.45,1.03,2.08,0.38,1.69,,
June,1.75,,,2.38,4.08,2.93,1.86,4.48,0.98,2.58,,
July,0.97,0.23,1.43,1.80,1.34,2.68,2.09,4.42,1.10,3.55,,
August,4.05,1.97,1.95,4.50,0.67,5.26,2.27,2.68,0.71,4.19,,
September,1.34,1.15,1.93,2.02,0.70,2.26,6.64,2.72,0.03,4.33,,
October,0.79,2.50,1.77,2.54,1.83,1.06,1.33,2.49,2.08,5.23,,
November,4.52,1.38,1.36,4.81,1.59,0.83,2.25,1.35,2.56,3.19,,
December,1.82,2.16,0.78,2.54,1.95,2.59,1.99,3.00,3.34,3.33,,
Total,28.44,,,27.66,22.96,23.48,25.21,31.94,18.34,38.77,,
Calc annual,28.44,15.84,14.28,27.66,22.96,23.48,25.21,31.94,18.34,38.77,,
Difference,0.00,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
