"WESTERHAM HILL (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ439558,Long,0.061982,Lat,51.283170,,,,,,,
Station no,375,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,2.76,1.46,2.00,4.35,4.89,2.18,3.27,3.08,3.24,,
February,7.03,1.23,2.03,2.56,2.34,0.89,4.41,2.84,0.19,2.62,,
March,4.37,4.10,0.48,2.84,1.75,1.14,1.61,1.98,1.94,2.24,,
April,3.39,1.70,2.60,0.37,0.30,1.77,0.31,1.71,2.34,0.90,,
May,2.25,1.48,1.86,3.01,4.43,0.56,1.74,1.78,1.17,2.01,,
June,1.50,1.85,1.69,4.32,2.11,3.93,1.52,4.73,1.39,1.92,,
July,2.46,0.86,4.17,3.25,0.57,4.84,3.13,2.43,1.36,3.66,,
August,5.48,5.23,1.94,3.25,1.03,2.87,3.04,3.66,1.42,3.76,,
September,3.12,3.64,3.82,2.65,2.54,3.13,3.29,6.22,0.18,4.54,,
October,1.51,3.47,4.33,2.66,5.25,1.77,2.04,3.47,3.76,7.76,,
November,5.40,4.92,1.47,5.39,1.29,0.97,3.09,1.88,3.00,5.56,,
December,3.15,3.03,0.98,1.86,2.88,4.28,2.88,3.76,5.82,3.96,,
Total,43.16,34.27,26.83,34.16,28.84,31.04,29.24,37.73,25.65,42.17,,
Calc annual,43.16,34.27,26.83,34.16,28.84,31.04,29.24,37.73,25.65,42.17,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
