BUXTON (GREEN FAIRFIELD) NO 115,,,,,,,,,,,,
Grid ref,SK087747,Long,-1.871013,Lat,53.269221,,,,,,,
Station no,2680/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.20,7.32,2.34,4.52,3.72,8.54,3.36,5.81,5.06,7.44,,
February,4.94,2.10,2.25,3.84,3.17,1.80,2.88,7.71,0.72,4.07,,
March,6.82,2.69,2.98,4.49,3.82,2.36,3.78,2.56,2.19,1.95,,
April,3.08,4.35,3.53,0.96,1.76,2.13,0.51,1.92,3.66,2.30,,
May,2.53,2.73,2.40,2.88,5.13,1.22,3.00,4.29,0.44,2.09,,
June,1.86,3.22,3.57,3.21,3.50,3.79,1.87,6.09,1.81,2.46,,
July,3.05,2.65,3.92,6.22,0.94,6.09,4.96,5.79,2.96,6.30,,
August,4.62,2.07,5.26,5.76,0.73,8.64,6.53,3.12,1.36,4.15,,
September,3.07,4.67,2.86,5.68,2.31,3.67,8.27,5.76,0.12,4.57,,
October,1.38,5.66,2.06,7.54,4.27,2.39,3.97,4.19,3.52,6.75,,
November,11.28,4.06,2.92,8.05,3.05,2.04,2.40,1.84,5.12,5.72,,
December,7.17,5.61,2.17,8.36,5.36,7.56,6.04,4.59,7.84,5.07,,
Total,54.00,47.13,36.26,61.51,37.76,50.23,47.57,53.67,34.80,52.87,,
Calc annual,54.00,47.13,36.26,61.51,37.76,50.23,47.57,53.67,34.80,52.87,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
