STOCKPORT-ISOLATION-HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ913884,Long,-2.132287,Lat,53.392362,Elevation,285,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,6.83,1.69,4.44,4.42,3.64,1.85,1.96,1.98,2.5,2.42,2.88,3.58,2.1,0.46,2.03,4.16,3.75,2.38,2.68,2.02,7.98,2.25,1.57,3.27,3.07,1.14,3.13,1.9,4.09,1.92,3.45,2.95,5.38
February,,,,,,,,,3.54,1.04,0.23,3.46,0.23,3.52,0.23,2.63,1.8,4.29,0.91,2.34,1.78,2.91,1.27,2.07,1.24,2.29,4,0.45,1.74,1.15,3.03,2.24,1.66,1.39,2.32,1.4,1.09,2.06,4.84,0.38,2.34
March,,,,,,,,,1.22,0.91,2.66,0.63,1.73,2.67,2.35,0.93,1.11,1.36,0.96,1.32,2.19,2.61,1.18,0.58,0.36,0.79,0.98,5.16,0.83,1.52,1.15,4.82,1.87,2.16,1.96,1.48,1.04,2.98,1.93,1.72,0.66
April,,,,,,,,,1.04,1.03,1.74,3.62,3.31,0.89,1.68,1.85,0.75,2.26,0.23,1.59,1.64,1.15,1.31,1.18,1.89,1.64,1.08,1.84,1.2,2.41,2.79,2.56,2.91,1.83,0.46,1.77,2.07,0.28,0.64,2.58,1.51
May,,,,,,,,,1.4,2.68,1.46,2.32,4.21,1.66,1.87,0.6,0.2,1.83,2.66,1.25,1.73,1.63,3.22,1.62,3.36,3.09,1.15,1.97,1.16,2.66,1.44,1.37,1.56,2.02,2.31,2.48,0.95,1.38,2.29,0.44,1.8
June,,,,,,,,,5.37,1.59,2.58,5.01,0.13,4.37,3.06,2.85,2.42,2.27,3.19,2.27,0.9,1.32,0.94,3.37,2.27,2.65,3.28,2.46,4.33,1.24,2.95,0.98,2.43,2.36,2.24,2.14,2.77,1.84,5.25,2.54,1.72
July,,,,,,,,,1.66,3.8,5.97,3.52,3.38,2.68,2.9,1.15,3.95,2.84,4.3,5.65,3.86,2.79,3.55,1.7,3.1,1.6,4.7,4.17,2.87,2.32,2.5,3.45,4.6,4.59,4.44,1.06,5.61,3.37,3.82,3.62,4.05
August,,,,,,,,,5.34,3.78,4.69,6.57,1.45,1.56,1.72,1.48,1.69,1.32,1.67,1.71,1.23,5.25,3.75,4.07,2.56,2.84,4.23,0.52,4.62,2.02,3.54,4.07,1.75,3.78,4.19,1.17,8.39,4.28,5.66,0.31,5.75
September,,,,,,,,,0.89,1.55,3.04,2.82,2.71,0.81,2.64,5.01,3.55,1.14,1.92,0.79,2.75,0.66,2.25,3.47,3.31,1.85,4,1.81,2.07,0.8,4.63,2.01,2.95,2.02,3.39,1.61,2.46,7.33,3.03,0.2,3.74
October,,,,,,,,,4.17,4.59,5.28,1.66,6.99,4.3,4.15,5.08,3.75,1.17,5.38,1.03,2.75,3.12,4.38,2.64,2.64,5.09,0.42,0.54,2.04,2.42,2.81,0.83,3.11,1.92,5.25,1.62,2.21,3.5,2.47,2.65,3.33
November,,,,,,,,,5.16,7.09,3.8,5.2,2.22,0.97,1.14,4.26,3.1,1.14,3.86,4.92,5.06,1.82,0.81,2.54,5.08,0.4,3.93,2.78,2,3.94,4.87,7.04,1.99,2.41,4.53,1.35,1.52,1.47,1.33,3.51,5.3
December,,,,,,,,,1.76,5.45,3.01,1.35,1.18,0.3,3.94,2.96,2.84,1.82,3.1,2.16,2.48,1.29,2.27,1.14,1.88,1.67,2.87,2.16,2.42,4.23,2.27,4.95,2.38,1.34,3.83,2.52,4.45,3.22,2.68,4.87,3.73
Total,,,,,,,,,38.38,35.2,38.9,40.58,31.18,25.58,27.64,30.78,27.66,23.86,31.06,28.61,28.47,25.01,26.96,28.54,31.44,26.29,33.32,25.88,33.26,26.96,33.55,37.59,30.28,26.96,38.05,20.5,36.65,33.63,37.39,25.77,39.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAS src_id 11920 STOCKPORT: CHERRY TREE HOSPITAL Start 1928 end 1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is the hospital. Altitudes match. 1950s record has and NGR of SJ915886, 300m NE, which does not appear to have any connection to the hospital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
