"LEATHERHEAD (ELMER SOFTENING WKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,130,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.24,2.72,6.24,1.95,1.94,2.25,2.02,4.05,1.05,0.80,,
February,2.40,0.44,1.94,1.03,1.72,2.53,1.50,1.52,1.25,4.96,,
March,3.52,1.44,0.40,0.12,1.37,1.21,5.74,1.06,0.90,1.20,,
April,1.84,1.70,1.15,1.89,1.16,2.02,2.19,1.94,1.91,2.66,,
May,1.80,3.67,3.08,1.08,1.61,3.11,1.45,2.37,3.17,1.29,,
June,2.74,0.38,1.81,1.88,2.18,2.46,2.96,2.80,0.86,1.15,,
July,3.69,2.18,1.65,2.01,4.24,1.65,2.56,1.41,0.70,3.59,,
August,3.77,2.99,1.41,2.85,1.56,5.35,0.51,4.05,2.14,2.66,,
September,0.49,1.70,2.14,2.27,2.49,3.59,1.25,1.55,0.50,2.73,,
October,1.19,3.29,3.83,4.27,3.71,1.29,0.25,1.93,6.79,0.53,,
November,3.18,2.01,1.69,4.44,0.38,4.77,1.06,1.66,3.14,6.05,,
December,1.93,3.36,2.35,2.76,4.13,3.32,3.30,4.42,1.32,2.04,,
Total,28.79,25.88,27.69,26.55,26.49,33.55,24.79,28.76,23.73,29.66,,
Calc annual,28.79,25.88,27.69,26.55,26.49,33.55,24.79,28.76,23.73,29.66,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
