"THIRLMERE (THE NOOK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3630/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.03,7.61,14.70,15.84,7.01,14.11,10.72,16.15,7.86,7.57,,
February,9.53,3.00,8.18,4.12,11.27,7.06,1.90,9.56,9.42,13.85,,
March,4.78,7.53,3.62,1.11,6.02,5.65,9.76,7.85,3.82,6.64,,
April,3.71,5.98,5.84,5.76,4.82,2.43,11.46,5.49,10.52,7.95,,
May,6.37,8.39,8.52,3.66,6.41,1.66,4.61,3.69,4.36,2.87,,
June,0.52,1.33,6.36,7.06,7.15,8.38,6.31,12.95,1.93,3.61,,
July,2.88,6.70,6.04,4.58,6.61,6.88,5.27,6.59,2.56,7.26,,
August,12.96,11.36,13.92,6.86,2.68,10.76,0.08,11.15,5.52,14.38,,
September,2.51,10.95,11.61,9.35,9.24,16.25,8.81,11.68,3.16,21.69,,
October,10.41,13.03,13.58,9.03,12.39,1.00,3.19,8.78,13.10,8.49,,
November,8.34,2.71,7.33,15.39,0.88,18.05,16.77,9.29,16.85,9.75,,
December,7.40,16.71,5.23,10.27,6.99,11.21,5.38,13.44,16.97,5.32,,
Total,73.44,95.30,104.93,93.03,81.47,103.44,84.26,116.62,96.07,109.38,,
Calc annual,73.44,95.30,104.93,93.03,81.47,103.44,84.26,116.62,96.07,109.38,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
