"HENNOCK (HAZLEWOOD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1737,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,2.70,7.54,
February,,,,,,,,,,2.88,1.36,
March,,,,,,,,,,0.25,3.14,
April,,,,,,,,,,0.62,3.05,
May,,,,,,,,,,3.57,1.46,
June,,,,,,,,,,2.12,0.22,
July,,,,,,,,,,1.81,1.91,
August,,,,,,,,,,2.36,4.07,
September,,,,,,,,,,0.77,4.50,
October,,,,,,,,,,6.06,4.49,
November,,,,,,,,,,13.70,7.48,
December,,,,,,,,,,11.79,4.75,
Total,,,,,,,,,,48.63,43.97,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.63,43.97,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
