HENNOCK-HAZELWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX830804,Long,-3.655008,Lat,50.6114,Elevation,650,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.7,7.54,2.74,6.44,3.82,4.62,1.09,7.53,8.23,6.01,7.79,3.35,6.39,5.48,11.36,3.17,3.51,6.19,4.16,9.09,0.83,1.69,5.63,4.56,0.68,2.19,6.25,4.16,4.34,4.82,6.8,5.3
February,,,,,,,,,,2.88,1.36,3.83,0,3.78,0.21,4.47,4.47,8.45,1.55,1.83,5.25,5.6,0.48,2.63,0.73,3.14,4.14,4.63,2.35,2.35,7.9,6.12,0.64,1.74,4.8,3.99,0.33,7.64,5,0.35,6.28
March,,,,,,,,,,0.25,3.14,2.21,3.04,4.86,3.52,1.87,5.91,5.06,0.17,2.27,4.28,4.52,3.71,1.57,0.1,1.21,1.57,11.16,2.78,1.71,2.63,4.5,3.47,0.77,3.84,2.19,1.7,5.02,2.39,5.06,3.27
April,,,,,,,,,,0.62,3.05,3.98,2.82,2.13,3.61,5.05,3.01,4.12,0.14,3.23,5.05,1.15,2.71,1.23,2.41,0.97,2.68,4.26,2.76,2.57,2.24,2.22,3.99,3.01,0.1,1.29,0.75,0.23,0.73,4.21,1.32
May,,,,,,,,,,3.57,1.46,3.84,4.23,2.51,1.45,2.42,1.5,2.87,3.4,0.65,1.67,2.88,7.64,4.53,0.81,3.98,6.77,3.53,2.82,2.19,3.4,2.92,2.59,2.75,2.73,4.28,0.75,2.46,3.93,1.5,2.16
June,,,,,,,,,,2.12,0.22,3.09,3.72,2.43,1.84,4.6,1.44,1.3,1.8,4.11,1.01,2.23,0.81,1.1,3.09,3.56,2.59,2.87,2.18,0.65,1.09,1.11,0.72,2.57,3.35,2.77,1.65,2.42,3.64,1.65,1.48
July,,,,,,,,,,1.81,1.91,4.02,2.94,2.33,1.09,0.35,7.27,1.13,3.62,6.56,2.82,0.91,2.21,2.18,3.06,2.52,1.16,2.08,0.9,1.82,5.31,2.25,1.02,2.12,2.38,3.92,5.04,3.94,3.02,2.14,3.71
August,,,,,,,,,,2.36,4.07,4.56,2.22,0.98,3.98,2.39,0.17,1.61,5.42,4.28,0.08,4.3,4.45,2.72,3.75,1.83,4.53,1.71,3.39,1.25,4.57,4.42,5.47,2,3.04,0.75,3.44,2.86,4.19,4.14,3.98
September,,,,,,,,,,0.77,4.5,1.76,5.32,2.33,3.11,3.69,3.83,2.24,1.68,0.6,1.8,1.12,2.98,3.68,2.72,3.32,6.5,2.44,1.54,4.29,4.35,4.91,3.2,4.57,3.57,1.7,7.36,3.19,4.75,0.22,8.13
October,,,,,,,,,,6.06,4.49,0.64,7.41,3.96,3.79,4.63,1.1,3.92,4.59,6.04,5.75,1.99,3.26,5.33,5.39,5.4,2.81,0.91,3.85,8.42,1.78,1.25,6.88,4.2,3.2,2.53,2.99,2.32,3.5,3.98,10.37
November,,,,,,,,,,13.7,7.48,8.91,3.52,1.33,2.11,7.69,3.82,2.34,7.79,9.02,8.27,3.16,1.31,2.75,7.79,1.19,9.71,3.08,2.65,5.72,7.79,6.59,6.29,2.6,9.23,4.85,1.64,2.44,2.13,8.82,5.99
December,,,,,,,,,,11.79,4.75,2,3.28,2.54,15.15,6.31,6.59,4.71,4.98,2.3,3.52,4.19,6.75,3.88,3.88,8.25,5.78,3.55,8.55,1.3,3.92,3.93,3.21,0.85,4.05,6.74,6.7,3.43,5.19,9.6,4.78
Total,,,,,,,,,,48.63,43.97,41.58,44.94,33,44.48,44.56,46.64,45.98,41.15,48.68,42.85,38.44,41.79,42.96,36.9,38.88,54.43,44.38,42.86,33.1,46.67,45.85,42.04,27.86,42.48,41.26,36.51,40.29,43.29,48.47,56.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Aug – gauge moved 12ft E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
