DULVERTON-CE-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS914280,Long,-3.54944,Lat,51.04154,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,7.62,2.32,7.35,6.44,6.46,2.5,5.18,1.07,5.81,8.39,8.77,10.09,3.78,4.33,6.08,9.16,5.71,4.33,4.13,3.97,10.55,1.96,1.57,8.04,6.82,0.94,3.93,5.21,5.28,4.49,,,
February,,,,,,,,,5.02,1.8,2.07,4.66,0.04,4.55,0.56,5.27,2.59,8.24,2.92,2.66,4.46,5.39,0.35,3.76,1.91,7.55,5.3,1.31,2.83,2.82,7.6,5.18,1.13,3,4.97,4.78,0.74,6.7,,,
March,,,,,,,,,4.72,0.36,5.43,1.42,3.16,3.73,2.91,1.86,3.73,5.17,0.35,1.97,2.91,6.02,2.98,1.65,0.38,1.46,1.32,6.11,1.93,2.02,1.74,5.1,3.41,1.49,4.34,1.81,1.37,5.07,,,
April,,,,,,,,,2.03,0.79,3.88,3.47,4.82,1.46,4.08,5.3,1.92,3.95,0.31,4.79,3.51,1.35,2.05,1.35,2.43,1.19,3.43,3.93,2.86,2.32,2.85,4.51,3.37,2.72,1.32,2.42,2.23,0.56,,,
May,,,,,,,,,1.1,2.76,2.79,4.5,3.48,2.95,1.94,1.13,1.09,1.94,3.25,1.1,1.59,2.4,5.44,3.49,2.01,4.97,5.32,3.35,3.53,3.13,2.04,3.34,2.91,2.43,,5.36,0.83,2.07,,,
June,,,,,,,,,3.27,2.91,0.9,2.96,1.45,1.68,2.56,3.72,2.93,1.11,2.42,3.53,0.83,1.34,0.48,2.35,4.59,4.7,4.14,3.68,2.07,0.81,2.31,1.48,2.47,2.16,3.62,5.14,2.52,2.58,,,
July,,,,,,,,4.71,3.26,1.94,3.54,4.93,7.43,2.61,1.11,0.66,8.8,2.19,3.4,9.52,6.92,2.07,2.98,3.99,3.21,3.02,2.56,2.54,2.33,3.09,5.35,1.15,1.57,4.8,5.43,2.45,3.29,5.06,,,
August,,,,,,,,6.17,3.53,2.89,4.82,6.29,2.21,1.41,3.28,2.65,1.26,1.49,5.72,3.47,0.22,7.42,5.3,5.14,4.99,2.26,4.61,0.64,4.49,3.79,9.21,4.77,4.33,4,4.53,0.74,4.36,4.23,,,
September,,,,,,,,9.42,1.4,1.06,9.21,2.75,8.01,1.35,3.51,6.27,4.71,3.12,2.41,0.73,2.88,0.68,3.62,4.74,4.19,3.64,7.17,2.69,2.33,2.44,7.84,,5.05,4.69,5.12,3.36,7.11,5.93,,,
October,,,,,,,,3.78,5.39,8.02,6.63,1.29,10.29,5.31,4.86,6.66,3.58,3.66,7.76,5.02,4.98,4.44,5.17,3.86,7.17,4.76,1.76,1.02,5.89,9.12,1.8,3.71,4.62,2.93,4.6,4.75,2.9,4.36,,,
November,,,,,,,,5.08,6.23,12.09,6.99,8.95,3.88,1.32,2.22,8.03,5.02,2.3,8.12,12.9,10.28,3.58,1.15,4.42,9.64,1.1,8.68,4.28,2.3,5.82,9.66,,5.86,4.12,8.71,4.02,1.96,3.48,,,
December,,,,,,,,,5.2,14.89,5.18,2.44,3.26,1.2,11.32,6.23,5.5,5.21,6.81,4.08,5.08,3.88,5.61,3.44,4.99,6.47,6.58,6.12,5.2,3.61,4.3,4.55,5.12,1.83,5.13,7.98,5.52,4.16,,,
Total,,,,,,,,,48.77,51.83,58.79,50.1,54.49,30.07,43.53,48.85,46.94,46.77,52.24,59.86,47.44,42.9,41.21,47.35,51.22,45.45,55,39.64,46.31,40.93,56.27,,46.66,35.11,,48.02,38.11,48.69,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 July 27th Inspection Exposure unorthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Feb Estimated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer retired June 1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Sept Nov estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Not printed Too much estimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Not printed Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 May estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Not printed Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 Low but accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960 Terminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
