"RAWTENSTALL CEMETERY",,,,,,,,,,,,
Grid ref,SD813234,Long,-2.284762,Lat,53.706688,,,,,,,
Station no,2922,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.38,3.77,4.52,5.40,5.77,2.79,7.84,2.63,4.81,3.83,,
February,4.93,2.16,2.11,5.31,5.51,3.58,5.70,3.23,4.54,3.73,,
March,0.90,5.44,2.77,7.75,3.20,4.48,4.42,4.54,3.97,3.31,,
April,3.71,3.42,3.28,2.47,4.04,3.94,2.08,2.31,3.30,4.49,,
May,2.22,1.23,3.53,4.60,2.54,1.43,5.02,4.07,3.35,2.86,,
June,3.19,2.22,1.47,1.82,2.03,3.29,1.92,9.21,1.90,3.11,,
July,2.45,1.66,3.83,4.26,2.54,3.02,2.62,3.55,5.45,6.78,,
August,5.30,2.74,3.36,6.27,4.86,5.42,4.89,4.89,4.18,4.12,,
September,2.95,1.47,1.76,5.35,1.81,3.04,1.63,0.98,5.20,3.34,,
October,7.02,4.92,5.12,12.07,3.30,4.58,7.69,4.55,2.06,7.61,,
November,4.69,7.16,3.36,3.66,5.06,6.09,5.07,3.78,3.59,1.91,,
December,6.79,7.65,5.15,4.27,3.89,1.06,5.45,5.89,3.69,8.54,,
Total,52.53,43.84,40.26,63.23,44.55,42.72,54.33,49.63,46.04,53.63,,
Calc annual,52.53,43.84,40.26,63.23,44.55,42.72,54.33,49.63,46.04,53.63,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
