ROMSEY-EMBLEY-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU323208,Long,-1.541214,Lat,50.985703,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,4.81,1.65,3.36,3.99,5.7,2.76,5.28,1.33,4.79,2.31,2.56,2.54,2.63,0.64,5.92,6.97,3.34,6.27,2.98,3.57,3.87,6.49,2.46,1.8,2.81,3.1,6.1,0.97,0.63,2.83,2.62,0.86,2.4,3.81,5.12,2.47,4.29,3.66,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,3.64,5.93,0.26,4.25,2.05,4.34,2.32,0.97,1.07,2.16,0.11,4.25,0.05,3.7,2.89,5.71,0.64,1.6,3.91,3.26,0.45,1.49,0.6,2.15,2.66,1.87,1.19,1.55,5.18,6.84,0.58,1.54,2.8,1.84,0.2,4.29,2.95,0.19,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.22,1.74,1.37,0.52,0.58,3.62,3.41,0.09,1.28,0.75,1.86,4.1,3.43,0.91,2.77,3.86,0.24,1.09,2.97,3.99,2.28,0.57,0.3,0.83,1.15,7.08,1.07,1.34,1.54,3.72,2.83,0.51,3.58,1.28,0.84,2.36,1.94,3.54,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,4.16,4.6,3.41,2.43,3.12,1.83,2.1,1.04,2.24,2.89,3.48,1.04,1.81,3.34,1.72,2.02,0.03,2.1,1.06,1.89,1.95,0.78,1.52,1.04,3.08,2.66,1.58,1.62,2.78,2.73,1.83,2.67,0.31,0.54,1.73,0.14,0.8,2.76,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,0.65,1.69,4.25,4.35,2.37,0.63,1.6,2.31,1.66,2.9,4.52,2.22,0.84,0.96,0.87,3.68,2.13,1.14,0.15,2.01,3.82,3.3,0.16,2.11,4.37,1.24,3.64,3.31,1.4,3.32,3.19,2.34,1.95,4.63,0.37,1.81,2.25,0.64,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,1.36,0.45,1.99,0.02,2.67,2.48,2.45,1.29,0.72,2.83,1.92,3.06,1.08,4.35,2.51,1.6,0.57,2.48,0.27,1.78,0.42,1.06,2.35,3.32,2.84,1.57,2.23,0.41,1,0.7,1.46,3,4.37,2.76,1.92,1.18,3.94,0.88,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,1.05,4.2,1.18,4.38,2.62,1.56,3.44,1.37,1.5,2.1,3.79,2.08,2.17,1.22,2.83,4.3,1.08,3.37,5.68,2.49,1.58,1.64,1.97,2.6,1.48,1.03,1.31,0.85,0.37,4.71,2.84,0.2,3.57,3.02,0.45,2.98,4.18,1.58,1.53,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,2.53,3.49,2.88,2.53,2.73,1.06,3.7,2.31,1.7,4.06,5.17,1.18,0.99,2.97,2.82,0.35,1.27,3.47,2.06,0.09,3.61,4.26,1.46,2.89,2.28,4.8,0.91,4.05,1.71,5.24,4.58,4.08,2.05,3.26,0.38,3.99,3.17,4.55,1.47,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,0.68,1.7,1.94,3.99,4.07,0.84,5.57,1.65,0.33,3.24,1.46,4.39,2.85,1.83,3.85,3.94,2.1,1.66,1.32,2.09,1.48,2.25,1.8,1.97,2.26,4.49,1.11,2.34,2.36,3.47,4.28,3.9,2.68,2.9,1.37,4.47,3.32,5.52,0.06,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,0.89,1.24,6.6,4.62,3.96,2.21,1.92,6.51,4.05,1.82,0.68,5.5,1.91,1.53,6.4,1.76,4.2,3.25,6.3,4.68,1.28,4.73,5.18,5.37,3.69,1.87,1.19,1.98,8.51,0.76,0.87,4.51,4.67,3.13,4.93,2.77,2.53,3.82,3.13,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,2.47,1.96,2.02,3.46,2.88,9.17,3.18,2.77,9.28,5.29,4.15,1.81,0.66,2.33,8.43,3.26,1.51,5.47,6.56,8.29,2.73,1.64,1.55,5.87,0.47,7.37,1.39,1.73,4.76,6.05,10.17,3.78,1.83,6.82,2.9,0.62,3.19,2.5,4.23,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,1.48,4.51,3.32,5.9,3.6,0.38,3.98,2.88,8.38,3.68,0.66,1.07,0.67,9.09,4.44,3.82,3.7,4.84,1.77,2.2,2.25,4.83,2.19,3.08,4.7,3.61,3.36,5.73,1.62,2.33,2.89,2.61,0.89,3.12,4.78,6.16,3.18,3.87,7.68,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
