SOUTH HEIGHTON,,,,,,,,,,,,
Grid ref,TQ446033,Long,0.051064,Lat,50.811210,,,,,,,
Station no,503/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,1.86,,
March,,,,,,,,,,3.37,,
April,,,,,,,,,,0.80,,
May,,,,,,,,,,1.60,,
June,,,,,,,,,,0.86,,
July,,,,,,,,,,2.20,,
August,,,,,,,,,,5.69,,
September,,,,,,,,,,3.96,,
October,,,,,,,,,,6.44,,
November,,,,,,,,,,5.42,,
December,,,,,,,,,,3.90,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.10,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
