CUPAR STRATHEDEN HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO348130,Long,-3.055308,Lat,56.304918,Elevation,210,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,1.06,3.2,,2.35,4.5,1.21,5.49,1.68,,0.98,0.14,1.25,3.26,3.22,1.71,2.59,0.91,0.66,1.18,2.34,1.2,1.84,1.06,4.7,2.31,0.76,0.46,0.9,3.5,2.32,1.77,1.06,2.9,1.26,0.35,3.1,0.96,1.6,2.12,3.39,0.94,2.36,3.8,2.2,1.84,2.49,1.75,2.13,3.02,2.31,3.63,4.12,1.74,2.81,3.01,4.83,2.42,6.49,1.41,2.51
February,,3.1,4.73,,0.98,1.08,3.67,2.26,1.19,,2.91,1.14,1.96,2.41,0.98,2.84,0.69,1.11,0.41,1.07,0.5,0.66,1.41,2.29,6.23,0.68,0.52,1.03,0.47,2.24,3.2,1.14,0.77,4.27,3.17,0.41,1.37,1.31,0.82,0.66,3.42,1.27,2.04,0.88,2.66,5.66,3.25,0.8,1.72,2,2.31,0.34,1.86,4.53,0.85,3.81,3.97,1.07,1.98,2.11,1.49
March,,0.92,2.77,,2.16,1.04,3.1,1.96,0.58,,2.12,0.7,2.55,0.99,1.84,2,1.53,0.65,1.33,1.43,1.12,3.48,0.24,0.84,2.51,3.11,1.78,3.9,0.64,1.62,1.57,1.51,0.85,3.06,0.98,2.11,2.12,2.08,4.12,4.61,1.51,0.71,2.33,3.66,3.53,1.54,3.23,1.59,1.11,2.29,1.72,2.32,2.06,1.14,0.62,1.91,1.13,2.29,4.29,0.48,2.21
April,,5.08,1.68,,1.15,0.48,1.34,3.1,1.3,,3.95,0.81,3.22,1.52,1.41,3.04,1.33,0.82,1.12,2.66,0.68,1.3,0.85,0.79,2.08,1.54,1.09,1.17,3.06,2.57,1.1,2.57,1.16,0.82,0.86,0.76,0.61,2.37,0.93,3.17,2.5,0.74,0.15,2.06,0.97,1.24,2.11,1.36,0.56,2.53,1.05,0.96,1.46,2.83,1.2,2.92,1.89,1.2,0.79,1.35,1.76
May,,0.9,3.78,,1.33,1.1,2.61,1.25,3.36,,0.81,1.68,3.06,0.72,2.03,4.39,2.34,0.52,1.14,2.71,1.49,1.69,2.42,0.77,3.14,0.91,0.5,1.23,3.16,3.92,1.72,1.66,1.38,0.97,1.16,0.6,6.18,3.61,1.64,1.9,1.26,1.17,1.39,2.87,2.55,1.58,3.87,1.88,3.38,0.89,1.97,1.25,0.82,2.12,3.2,3.81,1.82,2.45,1.43,2.41,1.61
June,,1.93,3.46,,0.69,2.31,3.08,4.34,2.33,,1.94,2.54,2.66,2.08,0.16,0.49,0.43,0.13,1.81,1.12,1.55,0.93,3.96,1.35,1.72,1.52,2.25,4.49,1.93,0.77,1.24,1.65,1.09,1.12,0.34,1.01,1.49,3.69,0.73,1.8,1.11,1.09,3.86,1.55,0.88,1.42,2.68,1.52,0.43,1.91,0.74,0.5,1.61,0.91,1.63,0.53,3.42,2.16,4.93,1.71,2.01
July,,3.97,2.49,,2,2.28,2.2,4.27,0.78,,2.53,2.83,2.98,5.26,3.05,0.8,1.47,0.85,4.28,1.44,0.97,1.59,1.07,1.95,3.73,3.66,4.43,1.5,0.48,2.35,3.13,0.51,1.84,3.27,0.88,0.71,1,3.14,2.06,4.38,3.55,1.27,2.8,0.95,2.08,3.54,5.59,1.23,4.47,0.65,2.27,2.12,3.73,1.46,4.72,2.18,2.78,2.99,0.82,2.71,1.99
August,,1.88,3.36,,3.61,1.38,2.65,6.9,3.75,,0.18,1.73,1.16,1.95,1.72,1.6,0.65,0.84,0.75,4.37,2.34,3.3,3.67,3.46,2.59,2.91,1.88,2.86,1.83,0.44,3.98,2.96,1.93,3.51,3.37,1.91,4.46,3.2,1.19,3,7.39,0.73,4.72,1.16,2.64,4.26,3.45,4.82,1.88,2.32,3.27,3.24,1.46,4.72,2.4,2.74,1.99,4.09,5.17,3.67,7.3
September,,1.65,,,2.36,,4.02,1.67,3.14,,2.95,2.65,1.56,2.84,2.9,3.47,1.4,2.36,0.62,0.48,1.97,3.39,1.92,1.89,0.45,0.75,5.51,1.85,2.19,2.67,2.07,1.87,1.2,1.81,1.43,1.17,0.98,0.95,4.95,1.95,1.26,1.25,2.64,1.89,0.52,2.08,1.17,1.62,3.34,1.07,1.68,1.07,1.81,2.46,3.51,3.61,4.11,5.85,2.4,0.45,4.3
October,,3.47,,,2.92,,4.6,3.74,2.07,,2.1,3.2,3.57,1.62,2.31,0.92,2.31,0.45,1.33,3.79,1.79,3.53,3.56,2.24,4.36,1.93,2.24,1.51,7.6,1.65,3.95,2.24,1.15,5.02,0.51,1.92,5.05,5.91,2.77,4.96,2.09,1.88,3.37,2.76,2.64,4.18,4.85,2.87,2.78,1.89,1.93,2.67,2.01,2.22,3.06,1.88,4.23,4.46,4.15,2.64,3.25
