"CLOVELLY COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1869,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.11,7.66,,,,,,,2.91,,,
February,4.62,0.00,,,,,,,1.75,,,
March,2.47,3.11,,,,,,,0.94,,,
April,3.29,2.39,,,,,,,1.37,,,
May,3.41,4.05,,,,,,,0.79,,,
June,3.43,1.11,,,,,,,1.14,,,
July,5.62,4.21,,,,,,,3.24,,,
August,3.49,1.05,,,,,,,1.59,,,
September,1.63,4.27,,,,,,,0.47,,,
October,2.05,10.03,,,,,,,1.73,,,
November,8.61,3.37,,,,,,,4.92,,,
December,3.23,3.04,,,,,,,1.36,,,
Total,46.96,44.29,,,,,,,22.21,,,
Calc annual,46.96,44.29,0.00,0.00,0.00,0.00,0.00,0.00,22.21,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
