"TAF FECHAN (PENTWYN RESERVOIR) NORTH",,,,,,,,,,,,
Grid ref,SO051153,Long,-3.378494,Lat,51.828228,,,,,,,
Station no,4153,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.10,7.95,2.65,4.15,5.80,9.45,10.45,7.20,9.10,9.20,,
February,8.35,1.70,3.55,6.95,3.15,0.75,8.55,10.25,0.63,8.75,,
March,7.75,5.25,6.75,6.10,3.75,3.55,8.35,2.00,6.90,3.15,,
April,7.30,5.35,4.90,1.95,2.75,2.35,0.38,2.10,8.20,5.75,,
May,3.85,7.10,4.35,4.80,6.95,1.60,3.40,5.80,2.80,1.95,,
June,2.20,5.30,2.25,7.40,9.10,3.95,1.15,4.15,2.35,4.05,,
July,2.10,2.85,9.10,6.35,1.25,6.55,7.15,5.50,6.30,7.85,,
August,10.30,10.15,6.55,7.80,2.10,7.85,5.83,6.35,1.25,5.80,,
September,6.15,5.20,6.25,9.75,3.75,7.85,10.65,11.65,0.50,6.25,,
October,2.25,8.05,4.20,16.00,3.90,3.15,7.45,7.70,7.50,11.20,,
November,14.00,4.65,6.25,14.35,5.65,2.45,3.60,3.50,10.83,17.20,,
December,9.10,7.30,2.35,8.45,11.15,9.00,7.45,7.40,17.90,10.70,,
Total,82.45,70.85,59.15,94.05,59.30,58.50,74.41,73.60,74.76,91.85,,
Calc annual,82.45,70.85,59.15,94.05,59.30,58.50,74.41,73.60,74.26,91.85,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.50,0.00,,
