LONG-STRATTON-GREAT-MOULTON-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM165906,Long,1.186066,Lat,52.47038,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.44,0.94,0.54,2.09,1.94,2.74,2.29,1.54,3.29,1.86,2.07,2.85,2.84,2.19,2,4.75,1.64,2.39,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.5,2.25,0.53,1.82,1.61,1.23,0.65,1.8,2.93,4.1,0.72,1.09,2.59,0.77,0.33,2.7,3.2,1.43,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.05,2.16,2.83,0.76,2.68,2.74,1.96,3.5,2.02,3.31,2.82,0.74,2.23,1.18,1.12,1.91,1.42,0.62,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.76,2.81,1.24,1.74,1.16,0.32,1.85,0.65,0.95,2.4,2.07,3.75,2.41,3.81,1.37,2.57,1.13,2.7,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.76,1.83,1.35,4.55,0.92,1.02,1.74,1.06,1.93,3.75,0.63,0.94,0.76,1.51,1.15,1.27,1.47,4.02,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.43,0.66,3.11,0.8,4.01,2.77,0.95,1.31,1.45,2.82,2.19,1.63,1.32,2.04,0.26,1.43,0.86,1.41,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.46,3.2,2.43,3.92,0.75,3.55,2.92,2.57,4.27,0.78,2.93,3.42,2.56,2.81,0.46,6.32,3.11,3.23,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,1.35,3.14,2.04,2,0.46,10.18,1.07,0.82,1.57,3.43,5.73,1.44,2.66,1.7,1.92,1.33,2.78,3.26,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.57,1.49,1.97,1.53,1.75,2.61,2.4,0.9,0.87,1.54,2.31,4.16,1.16,1.97,1.29,2.88,1.39,4.6,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.88,1.24,3.65,1.29,2.77,1.62,3.97,2.17,1.34,2.54,4.3,2.65,2.94,0.8,2.76,1,3.7,4.43,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,2.67,1.51,1.19,3.47,3.31,3.23,2.64,3.06,2.99,2.75,1.79,1.96,2.74,0.86,1.63,1.54,2.73,1.44,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,3.04,1.67,5.16,4.44,3.91,2.71,0.67,5.54,3.95,3.04,1.31,3.54,4.2,2.9,1.71,1.78,2.57,2.57,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,24.91,22.9,26.04,28.41,25.27,34.72,23.11,24.92,27.56,32.32,28.87,28.17,28.41,22.54,16,29.48,26,32.1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
