HARSTON-GRANTHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK837319,Long,-0.7577563,Lat,52.878066,Elevation,345,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.3,,2.91,2,1.63,1.9,2.65,3.11,1.76,1.35,0.28,1.52,2.04,2.23,1.97,1.83,2.94,2.29,0.46,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.3,,1.89,1.7,1.68,1.57,2.42,2.21,1.33,2.57,2.18,3.63,1.92,3.11,1.12,2.68,0.22,0.59,2.39,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.63,,1.94,1.76,1.06,0.73,2.98,1.9,0.41,1.02,1.96,2.07,1.59,0.95,1.33,0.78,2.22,1.1,2.54,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.77,,3.77,0.85,1.38,1.15,3.72,2.74,2.05,2.98,1.88,1.08,3.02,2.94,1.5,1.97,1.95,1.05,1.76,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.39,,2.01,2.51,1.07,1.46,0.62,2.27,3.88,3.44,1.42,1.05,2.05,2.8,0.97,1.96,5.02,1.89,0.7,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.97,,3.05,1.89,0.73,2.87,2.31,1.15,2.23,3.94,3.53,1.52,3.95,3.35,0.63,2.44,1.37,0.57,1.74,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,0.68,,4.53,1.68,1.59,5.97,1.33,3.63,1.5,3.57,6.46,1.6,2.82,3.07,4.77,0.12,2.54,1.01,4.12,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.99,,2.27,3.04,1.61,2.35,1.3,2.98,7.08,3.59,3.39,5.17,2.57,2.01,1.54,2.88,1.95,1.43,2.29,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.9,,3.06,1.82,2.15,2.11,4.85,2.44,2.38,3.14,4.99,3.27,2.65,4.84,0.81,3.57,1.67,2.7,1.07,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,3.46,,3.78,1.95,2.26,5.63,2.43,2.13,2.36,0.99,6.38,2.78,5.56,2.27,1.25,6.03,3.87,1.51,0.49,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
