LEDBURY (DONNINGTON HALL),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2253,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,6.18,4.15,1.19,4.09,
February,,,,,,,,2.60,2.22,0.67,0.66,
March,,,,,,,,2.43,4.09,0.11,2.56,
April,,,,,,,,1.12,1.39,0.74,3.74,
May,,,,,,,,1.14,0.66,1.81,1.99,
June,,,,,,,,3.20,2.63,1.46,0.69,
July,,,,,,,,2.57,1.73,1.85,2.92,
August,,,,,,,,4.93,2.07,1.15,2.84,
September,,,,,,,,4.22,1.02,0.42,3.28,
October,,,,,,,,2.00,5.41,3.89,2.57,
November,,,,,,,,2.88,2.68,8.76,3.82,
December,,,,,,,,2.51,2.38,6.89,3.30,
Total,,,,,,,,35.78,30.43,28.94,32.46,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.78,30.43,28.94,32.46,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
