"KIDDERMINSTER, PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2412,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,4.09,1.18,4.60,
February,,,,,,,,,1.80,0.58,0.46,
March,,,,,,,,,2.00,0.05,2.43,
April,,,,,,,,,1.88,0.53,2.31,
May,,,,,,,,,1.12,1.62,2.75,
June,,,,,,,,,2.79,2.10,1.54,
July,,,,,,,,,1.23,1.38,3.55,
August,,,,,,,,,1.87,1.53,2.98,
September,,,,,,,,,0.59,1.22,2.81,
October,,,,,,,,,4.51,3.95,3.17,
November,,,,,,,,,2.68,6.49,3.04,
December,,,,,,,,,1.82,4.73,3.29,
Total,,,,,,,,,26.38,25.36,32.93,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.38,25.36,32.93,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,
