"BOARS HILL (BLACKTHORN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,829,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.26,2.73,
February,,,,,,,,,,0.55,0.46,
March,,,,,,,,,,0.09,1.17,
April,,,,,,,,,,1.23,1.82,
May,,,,,,,,,,1.08,1.95,
June,,,,,,,,,,1.20,0.71,
July,,,,,,,,,1.54,1.56,2.99,
August,,,,,,,,,2.98,0.86,2.24,
September,,,,,,,,,0.72,0.16,3.53,
October,,,,,,,,,3.39,2.86,1.37,
November,,,,,,,,,2.71,6.19,4.32,
December,,,,,,,,,2.21,5.07,2.70,
Total,,,,,,,,,,22.11,25.99,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.55,22.11,25.99,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,
