BROADCLYST-BROCKHILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX986956,Long,-3.438747,Lat,50.7519,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,1.54,4.55,,,1.33,2.61,3.15,2.21,4.82,2.56,1.19,0.55,3.71,2.03,2.7,2.5,3.3,4.76,0.75,2.6,0.77,4.84,4.09,3.24,1.27,3.18,3.55,1.25,5.24,1.04,0.69,1.35,4.24,0.61,3.67,6.03,0.63,3.43,0.97,1.03,3.83,4.9,4.39,2.22,3.92,2.08,4.37,3.92,,,,,
February,,,,,,,,,1.43,4.11,,,1.97,6.09,3.92,3.54,1.29,0.27,0.69,2.39,1.3,0.07,1.91,4.08,1.51,0.06,0.44,3.73,1.91,4.01,4.53,1.29,1.67,1.78,5.6,0.83,3.21,1.08,1.5,0.39,4.15,1.15,2.95,0.82,3.42,5.22,5.69,1.08,1.54,3.87,0.31,0.25,2.18,7.12,0.94,4.17,,,,,
March,,,,,,,,,1.4,0.33,,,0.84,1.04,2.81,1.12,2.23,1.28,3.98,2.68,1.38,1.87,0.77,0.26,1.67,2.14,3.28,4.41,1.61,0.29,1.19,2.61,1.81,2.86,2.29,4.17,1.44,0.55,3.11,4.87,0.53,1.71,4.03,3.15,5.05,0.54,3.56,4.27,1.17,4.31,3.09,1.59,2.56,1.14,1.17,0.48,,,,,
April,,,,,,,,,3.9,3.35,,,4.67,1.16,2.48,4.23,1.96,1.11,1.16,1.21,3.72,1.38,1.14,0.34,2.65,1.82,0.46,3.24,2.44,2.43,1.27,3.22,1.44,2.04,0.94,2.47,0.95,4.45,2.21,2.01,2.37,1.46,0.16,3.38,1.45,0.8,1,1.55,1.91,1.92,3.98,0.74,2.54,2.8,2.7,3.16,,,,,
May,,,,,,,,,3.79,2.71,,,1.59,1.1,0.99,2.34,3.39,1.47,1.36,2.76,2.76,2.38,0.79,1.67,2.38,0.72,0.06,1.49,3.36,1.99,1.64,0.92,1.96,2.99,2.2,0.36,2.31,2.33,1.58,1.07,2.53,2.25,1.64,3.97,1.58,1.83,2.04,1.91,1.38,0.51,1.29,1.78,0.46,1.21,4,4.86,,,,,
June,,,,,,,,,2.88,5.77,,,3.65,2.26,3.85,2,0.41,0.04,2.81,0.13,2.21,1.69,1.35,0.55,1.8,1.34,2.07,2.49,0.92,1.33,2.36,1.66,2.31,2.54,0.86,2.68,2.32,2.02,0.45,2.75,1.92,2.1,5.58,0.72,1.38,1.75,1.39,2.76,0.78,0.81,2.1,0.56,0.89,0.41,2.09,0,,,,,
July,,,,,,,,,1.34,2.94,,,3.3,3.66,2.44,0.47,2.71,0.65,6.73,2.85,2.24,2.59,2.01,4.02,5.75,2.28,1.01,0.78,0.35,0.89,1.22,1.85,2.13,3.22,5.04,0.62,0.72,1.12,1.57,2.18,2.41,0.35,2.34,0.69,4.33,2.98,0.96,2.34,3.52,1.8,3.97,0.82,2.86,0.93,3.67,3.15,,,,,
August,,,,,,,,,2.86,4.64,,,2.37,0.96,1.18,2.1,1.14,1.21,2.13,2.2,2.87,5.19,3,1.66,2.42,3.09,1.34,5.31,1.62,3.13,1.09,0.95,2.89,3.27,2.52,4.44,1.03,1.87,2.75,1.94,4.39,1.35,6.1,1.36,2.11,2.19,5.33,5.52,2.86,2.72,1.16,1.27,3.52,2,3.03,1.93,,,,,
September,,,,,,,,,2.39,2.57,,,3.56,5.41,1.7,4.15,1.91,2.73,0.94,1.27,0.53,1.89,1.64,1.49,2.29,0.77,4.6,3.32,0.79,1.53,0.7,2.51,2.46,3.11,2.09,1.2,1.07,0.61,2.25,1.54,0.37,1.19,0.78,2.13,2.48,1.08,2.54,1.52,5.32,1.52,1.28,0.49,2.69,2.83,4.4,3.79,,,,,
October,,,,,,,,,3.25,1.09,,,6.41,3.26,0.9,4.87,6.06,3.69,1.36,4.59,1.46,7.59,4.2,2.55,4.16,4.04,2.1,1.13,3.86,1.95,1.91,2.57,2.41,5.93,1.31,2.09,4.14,6.33,2.29,4.94,4.05,3.33,4.28,4.11,3.26,4.97,5.13,3.81,1.36,2.03,2.97,0.69,0.98,4.64,4.85,3.09,,,,,
November,,,,,,,,,2.57,0.13,,,4.04,3.01,1.68,3.15,2.4,3.93,8.11,1.11,2.92,4.26,2.6,2.07,5.28,6.46,0.92,1.51,2.98,2.83,3.64,0.87,4.32,1.79,1.63,3.48,2.64,2.7,1.55,0.71,4.84,3.34,1.21,2.86,2.64,1.93,5.45,1.9,2.45,2.43,1.74,3.43,1.56,2.46,3.55,2.85,,,,,
December,,,,,,,,,2.56,0.8,,,4.08,0.85,3.11,1.55,4.65,3.45,2.61,1.11,2.28,3.7,1.34,3.57,2.22,3.71,6.03,5.16,2.74,5.01,4.4,5.76,2.58,4.31,2.82,0.76,1.95,4.46,3.2,5.02,6.44,8.77,3.85,2.44,7.13,6.09,3.55,1.05,3.16,4.49,3.18,1.55,5.36,3.03,3.38,3.36,,,,,
Total,,,,,,,,,29.91,32.99,,,37.81,31.41,28.21,31.73,32.97,22.39,33.07,22.85,27.38,34.64,23.45,24.76,35.43,31.19,23.06,35.17,23.35,30.23,28.04,27.45,27.25,37.02,30.85,24.35,27.02,28.56,23.15,28.77,38.24,27.61,36.59,31.66,35.46,32.81,37.61,28.74,29.28,31.31,29.46,15.39,29.52,30.65,38.15,34.76,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Records up to 1906 received in 1906 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906 - copper collar of gauge sprung making it possible for wind to blow in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gauge possibly moved in 1925 - from being "6ft S of 6in high vegetables to 2ft S,W and E of vegetables" - or they could have replanted the vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge in kitchen garden - assumed to be where all the greenhouses are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
