MERSTHAM HARP'S OAK COTTAGE,,,,,,,,,,,,
Grid ref,TQ285545,Long,-0.159174,Lat,51.275166,,,,,,,
Station no,RR8548,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.86,1.18,1.02,2.69,4.92,,,,,,,
February,4.74,1.71,1.21,1.91,3.48,,,,,,,
March,0.79,2.60,1.83,3.55,1.65,,,,,,,
April,1.42,2.47,0.89,2.47,,,,,,,,
May,1.48,1.37,2.47,2.94,,,,,,,,
June,2.88,1.62,4.06,5.63,,,,,,,,
July,1.01,2.52,1.54,3.76,,,,,,,,
August,3.56,2.35,2.95,5.01,,,,,,,,
September,1.39,1.77,0.50,2.84,,,,,,,,
October,2.09,4.97,2.34,7.27,,,,,,,,
November,2.73,0.79,2.41,2.91,,,,,,,,
December,3.44,4.96,1.60,2.40,,,,,,,,
Total,29.39,28.31,22.82,43.38,,,,,,,,
Calc annual,29.39,28.31,22.82,43.38,10.05,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
