"STAPLETON PARK GARDENS, PONTEFRACT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE506194,Long,-1.235626,Lat,53.668637,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,2.33,2.6,2.42,1.25,2.69,1.95,0.38,1.29,2.36,1.17,1.39,0.58,1.52,3.26,0.26,1.67,0.3,2.29,2.83,1.31,0.89,1.28,1.92,0.46,2.73,0.7,0.84,0.74,1.95,0.67,4.01,2.89,0.91,2.18,0.37,2.32,1.13,
February,,,1.49,1.95,2.44,2.03,0.38,0.53,1.28,1.17,0.77,0.04,1.94,2.6,3.42,0.16,0.56,2.91,0.49,1.16,3.54,1.35,1.28,1.33,3.41,0.49,1.05,1.07,1.01,0.45,0.98,1,1.13,0.63,0.68,2.08,3.25,0.58,1.88,
March,,,1.48,1.37,1.18,1.16,1.32,1.04,2.58,2.76,1.43,1.09,1.08,0.43,0.89,1.49,2.49,2.19,0.95,0.91,0.72,1.61,0.77,2.36,1.61,1.8,0.97,1.11,2.44,2.77,0.34,1.08,2.31,2.12,1.38,0.74,3.78,1.47,1.06,
April,,,3.45,2.49,1.69,1.66,1.59,0.79,2.16,2.35,0.72,1.56,1.08,0.42,2.68,1.38,1.25,1.68,1.76,1.75,0.89,1.22,2.09,1.33,1.69,2.04,0.75,1.4,2.26,2,1.53,0.76,0.13,2.4,0,0.81,1.06,1.81,1.15,
May,,,0.85,1.21,1.13,1.65,3.94,2.02,0.43,3.36,1.94,2.74,3.33,1.88,1.34,0.82,0.51,0.8,1.74,2.76,1.45,0.87,3.03,3.8,2.21,0.6,1.61,3.33,2.35,2.08,2.5,0.56,4.61,1.71,0.91,1.25,2.07,1.98,2.49,
June,,,3.66,2.26,0.64,2.53,0.66,0.1,2.29,0.53,1.5,2.03,4.18,1.04,2.81,2.17,2.22,2.41,1.31,1.58,3.47,1.04,1.46,1.6,0.47,2.14,1.11,2.63,1.12,3.73,3.62,3.3,4.68,0.36,1.89,0.24,0.84,2.28,1.09,
July,,,4.82,2.32,2.18,0.9,5.93,0.97,5,1.12,2.34,2.34,2.12,2.86,3.79,6.53,1.29,0.94,1.72,1.27,2.11,3.12,1.92,2.47,1.09,1.26,1.53,2.56,2.54,2.73,3.4,0.11,4.37,0.75,2.88,3.58,1.31,0.74,4.64,
August,,,1.79,1.02,0.36,1.81,1.81,1.43,1.93,4.34,2.99,3.27,1.99,2.28,2.24,2.81,1.33,2.8,3.74,0.72,4.81,1.17,3.59,2.51,3.53,3.74,2.42,1.55,1.86,2.95,2.54,1.43,4.95,0.9,2.02,2.58,2,4.86,1.74,
September,,,1.46,4.77,1.72,1.79,0.88,2.16,1.01,1.21,1.85,1.42,1.37,1.32,0.89,0.66,4.09,2.43,0.55,2.57,0.3,0.92,0.78,3.11,1,0.85,0.52,0.79,1.46,1.51,0.14,1.83,1.14,1.63,0.67,0.64,1.3,0.9,4.64,
October,,,5.39,3.28,1.03,4.11,3.48,1.99,0.86,3.02,0.72,2.92,4.63,1.56,3.81,3.25,3.59,1.29,3.09,2.47,3.14,2.02,2.45,6.28,0.63,1.42,4.6,5.14,0.93,1.69,2.62,1.87,2.21,3.34,2.12,0.77,2.5,2.99,1.74,
November,,,2.53,1.61,0.51,2.53,1.03,1.37,4.33,0.63,2.58,2.48,1.04,1.52,0.91,2.66,1.36,1.88,2.17,0.99,2.35,3.12,1.44,1.41,0.97,2.93,2.7,2.39,0.73,0.11,3.15,2.74,1.86,1.38,2.31,1.74,2.46,0.77,1.23,
December,,,0.79,1.12,2.16,0.47,4.09,0.96,1.56,1.72,0.52,2.99,0.4,2.81,1.13,2.56,2.82,2.58,2.25,2.71,2.93,3.72,1.59,0.63,1.27,0.2,2.4,2.35,0.97,4.53,2.59,3.22,1.68,1.3,3.96,5.62,2.19,0.91,3.67,
Total,,,30.04,26,17.46,21.89,27.8,15.31,23.81,23.5,19.72,24.05,24.55,19.3,25.43,27.75,21.77,23.58,20.07,21.18,28.54,21.47,21.29,28.11,19.8,17.93,22.39,25.02,18.51,25.29,25.36,18.57,33.08,19.41,19.73,22.23,23.13,21.61,26.46,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884 Nov mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896 May mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 Feb mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909  May and Sept mistranscriptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 May mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 1902 transcription error fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
