"BLEA WATER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3664,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.95,17.54,9.31,8.07,8.69,9.58,14.71,9.53,23.91,2.56,14.60,
February,9.97,0.38,10.88,14.40,1.14,11.17,13.10,6.54,10.33,2.36,0.65,
March,10.26,17.53,6.17,5.84,2.99,3.57,4.86,10.45,9.93,1.62,4.30,
April,9.92,2.02,3.79,6.80,3.92,9.73,6.15,5.46,2.94,3.15,3.74,
May,11.30,6.78,5.12,5.54,10.79,12.35,5.27,3.98,1.70,7.05,3.06,
June,3.74,0.34,4.41,3.75,6.72,0.18,7.81,6.60,12.82,4.10,4.15,
July,12.03,7.00,12.53,4.93,10.80,2.61,8.74,8.34,9.60,12.40,5.99,
August,8.15,12.95,8.28,18.87,9.31,10.08,9.45,11.30,14.45,12.77,13.34,
September,4.36,3.15,8.59,11.12,15.06,9.01,7.32,14.47,7.23,3.99,6.79,
October,3.55,4.37,3.63,20.26,11.40,11.98,6.77,12.53,24.75,11.91,17.69,
November,8.72,4.39,5.85,11.99,8.70,3.18,15.94,12.07,18.85,19.07,10.99,
December,11.20,14.79,16.88,10.51,21.51,9.89,1.52,2.20,8.19,15.67,10.02,
Total,106.15,91.24,95.44,122.08,111.03,93.33,101.64,103.47,144.70,96.65,95.32,
Calc annual,106.15,91.24,95.44,122.08,111.03,93.33,101.64,103.47,144.70,96.65,95.32,
Difference,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,
