"BOLTON-ON-DEARNE (GOLDTHORPE)",,,,,,,,,,,,
Grid ref,SE457035,Long,-1.312108,Lat,53.526184,,,,,,,
Station no,3161,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.61,1.91,0.42,1.46,,,,,,,,
February,2.56,0.33,1.89,2.16,,,,,,,,
March,2.53,1.57,0.66,1.39,,,,,,,,
April,0.72,0.99,1.77,0.26,,,,,,,,
May,3.80,1.67,1.78,3.26,,,,,,,,
June,0.85,1.12,1.13,1.59,,,,,,,,
July,1.87,2.25,2.49,1.60,,,,,,,,
August,4.64,0.87,2.31,5.29,,,,,,,,
September,1.31,2.02,1.49,1.37,,,,,,,,
October,1.08,3.68,1.58,,,,,,,,,
November,5.77,1.37,1.53,,,,,,,,,
December,1.70,1.58,1.13,,,,,,,,,
Total,28.44,19.36,18.18,,,,,,,,,
Calc annual,28.44,19.36,18.18,18.38,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
