DORCHESTER-BISHOPS-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU574946,Long,-1.1708,Lat,51.6474,Elevation,169,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.85,0.6,2.35,2.45,1.45,0.72,2.35,2.26,0.51,2.88,0.65,1.47,0.67,1.54,0.74,3.96,2.34,0.45,2.6,0.98,1.47,2.32,3.28,1.66,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.37,1.45,1.9,2.65,1.16,1.12,0.97,3.08,0.38,1.35,0.84,0.79,0.55,2.62,1.17,1.74,0.8,1.43,3.19,3.8,1.1,0.93,2.5,0.62,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.63,0.91,0.37,0.69,1.79,1.3,3.04,1.15,2.79,1.44,0.94,2.81,2.16,0.64,1.64,3.53,1.78,3.91,1.08,4.65,1.43,0.72,4.11,1.35,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.43,1.26,2.38,0.77,2.41,1.2,2.08,1.11,1.78,0.53,1.85,3.08,1.5,1.89,1.01,0,2.55,0.55,0.79,0.56,1.27,3.85,2.49,2.82,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.79,2.44,1.51,1.1,1.58,1.98,3.26,3.26,0.81,1.74,1.93,1.37,1.67,1.7,2.17,1.74,1.97,1.28,3.44,1.57,1.48,1.85,0.58,1.17,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.88,1.83,0.66,2.23,1.49,2.06,5.61,0.98,3.42,2.58,2.63,0.95,3.78,2.71,1.29,2.92,0.29,1.44,0.68,1.58,2.4,0.95,1.25,3.43,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.1,0.65,1.42,1.3,2.74,0.75,2.42,2.3,1.14,0.74,2.67,1.73,2.25,1.89,0.4,2.13,1.2,2.45,3.22,1.36,4.25,3.75,2.36,5.8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.66,0.82,2.23,2.96,1.9,2.75,3.37,2.06,2.78,1.33,1.51,3.1,2.75,2.38,0.84,3.82,0.85,1.48,2.08,3.28,4.41,1.69,2.75,1.04,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,3.21,0.46,1.97,0.26,1.97,1.57,2.09,1.57,1.44,0.92,0.58,1.97,2.42,0.46,0.95,1.61,1.62,0.62,2.65,0.61,1.71,5.6,1.42,1.5,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.24,3.72,2.09,2.18,1.33,1.42,6.26,1.13,1.33,4.46,5.63,1.22,3.13,3.77,1.43,2.28,4.25,2.48,1.82,3.35,3.87,2.29,1.63,2.44,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
