CHELMSFORD-SPERGULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL700056,Long,0.45987,Lat,51.723352,Elevation,136,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.04,1.37,0.47,1.44,2.51,1.99,0.7,1.98,0.74,1.81,2.83,0.5,0.38,1.81,1.9,1.05,3.3,0.98,0.81,0.78,1.19,1.03,2.38,2.91,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.11,0.12,2.26,2.64,1.24,0.18,0.64,2.42,0.8,1.6,3.16,1,0.87,0.82,2.47,0.68,2.01,1.14,1.32,0.81,2.24,0.76,1.34,0.67,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.09,2.05,1.2,0.33,0.78,1.33,2.95,3.42,1.38,0.79,0.89,2.19,1.51,2.02,1.69,2.9,1.28,0.86,2.22,2.96,0.95,1.48,2.43,1.71,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.15,0.54,1.54,0.1,1.68,0.97,0.6,1.75,1.15,2.33,0.73,1.66,0.44,1.77,0.57,1.8,0.97,2.42,2.58,1.93,1.21,0.93,0.09,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.93,1.73,0.96,1.24,1.47,0.33,0.21,0.94,1.95,1.5,0.83,1.07,2.53,1.74,1.37,0.85,1.42,1.92,2.15,0.98,3.31,1.15,0.81,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.12,1.31,2.86,0.58,1.87,0.42,3.33,3.09,2.21,1.77,2.2,1.03,3.55,5.96,0.96,2.24,1.8,2.05,0.91,3.77,2.03,1.62,2.95,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,4.41,3.78,1.34,3.08,2.81,3.5,0.59,0.47,0.64,2.96,0.84,2.14,1.25,5.48,1.57,0.7,0.92,1.74,3.12,3.24,1.66,0.37,1.73,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.73,3,3.8,2.2,1.97,2.06,3.05,1.93,0.86,0.92,2.55,1.43,2.99,4.37,1.36,2,0.68,1.6,2.93,2.48,2.5,0.56,3.37,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.67,0.44,1.97,1.14,2.12,0.89,5.04,2.39,0.29,2.5,0.71,1.18,1.05,2.21,0.89,1.26,1.48,0.54,1.2,2.59,0.89,1.24,2.53,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.1,4,4.33,3,3.11,1.76,2.79,0.49,2.32,2.18,1.47,2.38,1.8,4.77,1.11,1.08,4.21,3.24,1.18,5.02,1.52,2.92,1.84,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
