DORKING HIGH STREET,,,,,,,,,,,,
Grid ref,TQ166494,Long,-0.331354,Lat,51.231884,,,,,,,
Station no,RR8503,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.10,2.79,5.72,1.42,6.70,0.96,,,,
February,,,1.28,2.08,3.95,0.96,2.49,1.75,,,,
March,,,1.94,3.91,1.72,4.32,1.60,1.09,,,,
April,,,1.09,2.10,1.60,1.57,0.56,4.29,,,,
May,,,2.61,3.67,2.68,0.76,1.25,3.18,,,,
June,,,4.09,5.24,0.78,5.43,2.35,1.67,,,,
July,,,1.76,3.97,1.19,0.64,0.40,1.68,,,,
August,,,3.20,5.71,1.74,2.63,0.43,2.77,,,,
September,,2.56,0.84,3.80,1.58,1.93,1.78,0.39,,,,
October,,2.97,2.44,8.53,2.33,1.60,4.43,5.86,,,,
November,,0.86,3.00,2.49,1.47,4.98,5.62,3.70,,,,
December,,5.40,1.66,2.87,3.51,0.76,2.42,3.91,,,,
Total,,,25.01,47.16,28.27,27.00,30.04,31.25,,,,
Calc annual,0.00,11.79,25.01,47.16,28.27,27.00,30.03,31.25,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.01,0.00,NaN,NaN,,
