LYMPNE-AIRPORT (NEW SITE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR111353,Long,1.012318,Lat,51.078176,Elevation,341,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,2.51,2.35,2.4,2.79,1.68,4.56,4.79,3.89,4.9,2.68,2.8,2.67,4.71,1.63,2.12,1.41,2.14,3.37,1.21,1.49,3.11,2.78,1.07,1.63,,,,,,
February,,,,,,,,,,,,2.39,0.4,1.75,0.13,3.05,2.12,4.75,0.82,1.16,1.8,2.3,1.23,1.48,1.3,1.42,2.89,1.83,1.37,1.07,3.93,5.15,1.47,2.13,2.47,,,,,,
March,,,,,,,,,,,,0.63,1.55,1.91,2.73,0.15,1,3.59,0.85,2.13,2.3,2.18,2.48,0.52,0.11,0.87,2.02,4.69,0.68,0.7,1.04,2.93,3.51,0.23,3.58,,,,,,
April,,,,,,,,,,,,2.83,2.68,1.15,1.94,3.57,1.76,2.85,0.52,2.74,1.17,1.06,0.95,0.92,1.65,1.14,1.41,1.5,1.15,1.44,2.28,1.72,0.85,1.67,0.29,,,,,,
May,,,,,,,,,,,,1.78,2.65,1.99,1.05,1.6,0.54,2.85,3.22,1,0.68,1.74,2.55,1.8,1.26,2.17,3.98,1.23,1.9,1.72,1.35,1.79,1.4,1.48,1.68,,,,,,
June,,,,,,,,,,,,0.74,0.97,1.92,1.44,3.02,2.67,1.39,1.47,1.43,0.6,0.81,0.15,1.72,1.2,0.67,2.07,1.96,1.92,0.63,1,1.07,0.75,3.03,2.73,,,,,,
July,,,,,,,,,,,,2.51,4.21,0.94,0.96,0.24,4.61,1.31,2.44,1.72,2.34,4.08,2.49,2.1,2.8,1.56,3.25,2.35,2.22,0.72,3.33,1.3,0.83,3.2,3.25,,,,,,
August,,,,,,,,,,,,4.02,0.75,0.76,2.42,5,1.05,1.16,2.31,2.2,0.07,5.07,1.85,1.26,1.91,1.92,3.8,0.1,3.65,0.78,2.84,5.62,3.96,2.73,3.83,,,,,,
September,,,,,,,,,,,,1.7,2.11,4.81,1.16,3.61,2.79,2.22,2.57,1.66,2.25,0.19,2.56,1.81,3.06,1.72,2.91,0.97,2.13,3.71,2.51,4.07,5.07,3.51,1.82,,,,,,
October,,,,,,,,,,,1.59,0.75,8.12,1.67,1.94,3.4,2.17,2.14,3.17,10.88,3.32,1.96,3.41,2.1,4.7,1.82,1.44,0.66,0.97,7.52,0.74,2.4,3.13,2.82,2.58,,,,,,
November,,,,,,,,,,,5.5,4.39,1.04,1.47,2.68,6.38,4.32,1.3,3.05,5.85,6.79,3.28,2.79,2.12,5.01,1.03,3.92,1.73,1.95,4.22,6.15,4.59,3.43,1.78,,,,,,,
December,,,,,,,,,,,3,0.65,0.54,0.65,6.61,3.38,2.37,5.65,3.04,1.78,2.37,1.39,3.14,2.17,1.87,3.15,2.72,3,2.09,1.47,2.85,2.36,3.78,1.1,,,,,,,
Total,,,,,,,,,,,,24.9,27.37,21.42,25.85,35.08,29.96,34,27.35,37.45,26.37,26.86,26.27,22.71,26.5,19.59,31.82,22.16,23.4,25.19,29.51,36.11,30.96,24.75,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
