STONE (HUGGETTS FARM),,,,,,,,,,,,
Grid ref,TQ939272,Long,0.762754,Lat,51.011490,,,,,,,
Station no,250/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.43,3.15,1.34,1.60,3.60,5.47,2.02,3.35,2.30,2.65,,
February,6.67,1.31,1.63,2.16,1.93,1.09,4.86,2.61,0.20,1.88,,
March,2.99,2.80,0.24,3.44,1.39,0.46,1.13,1.39,1.99,2.24,,
April,1.66,1.39,2.12,0.26,0.32,1.37,0.45,1.54,1.60,1.21,,
May,1.87,1.69,1.15,2.38,3.89,0.71,1.44,1.86,0.81,2.13,,
June,1.05,0.74,3.12,3.18,1.89,2.08,0.66,3.84,1.25,2.12,,
July,2.22,0.65,4.53,3.44,1.61,2.42,3.38,1.98,2.70,3.44,,
August,4.31,5.01,2.32,3.51,2.63,3.04,2.29,5.29,0.88,4.74,,
September,3.92,4.95,3.96,2.86,1.83,2.33,3.14,3.18,0.12,2.86,,
October,2.67,3.07,2.77,2.52,4.82,1.35,1.20,4.04,3.31,6.58,,
November,5.69,3.34,1.96,5.38,1.33,0.87,3.36,1.93,5.03,5.86,,
December,2.69,3.56,0.82,1.70,3.04,3.04,1.84,3.68,6.50,3.80,,
Total,39.17,31.66,25.96,32.43,28.28,24.23,25.77,34.69,26.69,39.51,,
Calc annual,39.17,31.66,25.96,32.43,28.28,24.23,25.77,34.69,26.69,39.51,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
