"ABERDEEN DUTHIE PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4355,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,3.58,2.42,,,,3.14,1.02,3.74,,
February,,,1.68,2.47,,,,0.59,1.51,2.38,,
March,,,0.78,0.72,,,,3.70,2.18,2.79,,
April,,,1.03,0.65,,,,2.11,5.21,3.16,,
May,,,1.94,1.06,,,,2.11,2.80,2.99,,
June,,,2.31,3.24,,,,3.36,1.69,1.22,,
July,,,2.06,3.11,,,,1.58,0.89,2.97,,
August,,,4.57,2.60,,,,3.05,2.96,0.56,,
September,,,1.28,4.37,,,,1.31,1.51,3.53,,
October,,,4.01,2.59,,,,2.39,3.07,0.75,,
November,,,2.62,2.55,,,,1.51,3.87,1.37,,
December,,,1.21,2.13,,,,4.30,1.99,5.25,,
Total,,,27.07,26.91,,,,29.15,28.70,30.71,,
Calc annual,0.00,0.00,27.07,27.91,0.00,0.00,0.00,29.15,28.70,30.71,,
Difference,NaN,NaN,-0.00,-1.00,NaN,NaN,NaN,0.00,-0.00,0.00,,
