Rainfall at,FELINDRE LLIW RESERVOIR SWANSEA
,
Station no,4033,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,,,,6.56,6.41,,6.61,
February,,,,,,,5.12,3.46,,6.32,
March,,,,,,,4.25,4.27,,2.34,
April,,,,,,,1.97,5.09,,3.22,
May,,,,,,,1.39,4.10,,4.88,
June,,,,,,,4.27,1.40,,0.92,
July,,,,,,,2.65,3.90,,1.84,
August,,,,,,,5.61,3.06,,2.19,
September,,,,,,,11.54,5.14,,8.28,
October,,,,,,,3.36,7.85,,4.90,
November,,,,,,,5.83,2.01,,5.15,
December,,,,,,,5.05,3.68,,5.47,
Total,,,56.94,55.16,41.61,44.54,57.60,50.37,53.35,52.12,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,57.60,50.37,0.00,52.12,
Difference,NaN,NaN,56.94,55.16,41.61,44.54,0.00,0.00,53.35,0.00,
