TAUNTON-VIVARY-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST228238,Long,-3.101746,Lat,51.008382,Elevation,71,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,-999,2.99,0.9,0.74,4.48,4.79,4.08,2.35,3.59,1.74,3.45,3.56,3.38,3.93,3.34,1.09,4.82,2.15,3.83,2.07,2.44,0.8,3.95,5.08,3.15,4.99,1.98,3.78,2.47,5.74,1.69,2.65,2.28,3.42,5.06,0.71,0.53,2.99,3.02,0.45,1.81,4.59,2.98,1.78,2.42,3.66,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,-999,4.86,5.84,0.98,1.01,2.82,0.94,0.16,2.53,7.86,0.49,3.93,2.03,3.63,2.48,0.9,0.86,1.34,0.08,4.2,0.21,2.88,2.33,4.83,0.95,1.48,1.93,2.36,0.21,1.23,0.38,1.59,2.48,1.5,1.18,1.1,4.77,4.23,0.68,1.15,2.18,2.73,0.19,3.99,3.05,0.16,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,-999,0.75,3.95,3.06,1.11,3.83,2.95,1.49,2.79,1.34,1.21,0.49,0.34,3.61,2.44,0.22,2.63,1.15,2.01,2.63,2.41,1.27,2.62,4.67,0.07,1.21,2.23,3.23,1.8,1.08,0.25,0.56,0.82,5.49,1.32,0.96,0.94,3.1,2.31,0.6,4.05,1.14,0.85,1.82,0.8,3.1,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,-999,0.92,0.6,1.49,2.13,2.1,2.97,0.57,3.48,2.45,2.64,1.82,1.83,1.53,1.62,1.05,3.23,2.31,2.38,1.05,3.01,4.25,1.73,2.39,0.11,2.29,2.22,2.35,1.21,0.81,1.12,0.65,3.22,2.11,2.06,1.18,1.81,2.76,2.53,2.68,0.14,0.9,1.81,0.03,0.55,2.54,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,-999,2.02,3.25,3.18,1.05,0.43,2.18,1.91,0.63,2.22,3.87,2.72,1.48,1.07,1.07,2.35,1.5,3.34,3.86,1.87,1.1,1.29,1.65,1.82,1.81,0.97,2.34,1.26,5.52,2.5,1.3,3.59,4.96,2.79,3.56,1.84,2.04,2.8,3.23,1.59,1.47,3.47,0.28,1.57,2.21,0.73,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,-999,1.49,1.75,6.2,0.88,0.66,1.65,0.63,0.7,0.57,3.27,0.05,2.4,1.93,1.96,1.93,0.43,2.67,1.12,3.13,1.7,2.97,2.81,0.84,0.98,2.36,0.79,1.68,0.35,1.36,1.86,2,2.32,1.35,1.17,0.4,1.63,0.58,2.11,1.47,2.59,2.72,0.99,3.81,2.96,1.18,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,-999,3.28,0.86,2.68,4.51,2.22,4.19,0.46,3.09,0.88,2.81,2.93,2.8,2.63,2,1.77,1.23,2.95,2.35,2.09,0.29,0.85,4.49,4.44,3.61,3.58,2.24,1.2,1.02,2.67,1.3,1.85,1.04,1.1,1.19,1.08,3.8,1.63,0.83,1.83,2.01,1.48,2.18,2.44,1.9,1.57,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,-999,2.55,4.77,4.84,3,2.22,1,1.71,3.24,1.93,2.65,2.66,1.03,2.82,1.61,2.26,2.55,3.71,1.27,1.46,2.32,1.5,0.19,1.43,2.43,1.32,0.14,2.92,3.17,2.02,2.09,1.52,4.63,1.14,4.14,1.35,4.2,3.64,4.2,1.95,2.31,0.72,2.04,2.09,2.22,1.44,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.36,1.25,2.89,1.68,5.04,1.38,1.33,1.07,1.97,2.58,5.11,3.02,1.23,5.3,1.77,0.51,4.45,1.29,4.1,1.69,1.71,3.55,2.06,3.78,1.36,1.1,1.41,1.11,1.56,3.25,2.11,3,3.52,1.07,1.32,4.07,3.08,2.05,3.37,2.63,2.54,1.48,4.93,2.67,4.01,0.16,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,4.08,4.39,4.55,3.94,1.5,3.56,2.64,1.04,1.5,5.14,4.66,2.45,4.37,1.93,5.02,5.21,3.19,0.45,5.71,2.75,2.1,4.06,1.33,4.27,2.79,3.44,3.74,1.75,2.5,2.9,3.91,3.33,0.85,0.52,2.98,5.64,1.26,1.01,3.89,3.09,1.75,1.32,1.47,1.93,1.66,2.74,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
