"PONDERS END (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ360956,Long,-0.035926,Lat,51.642763,,,,,,,
Station no,890,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.59,0.90,1.08,,,,,,,,
February,4.95,0.78,1.26,2.09,,,,,,,,
March,3.14,2.69,0.48,2.08,,,,,,,,
April,2.77,0.92,2.57,0.26,,,,,,,,
May,2.26,1.09,1.22,1.73,,,,,,,,
June,0.54,1.24,1.15,2.69,,,,,,,,
July,1.04,0.70,4.06,2.49,,,,,,,,
August,4.62,2.67,1.70,2.85,,,,,,,,
September,2.78,3.08,1.65,1.31,,,,,,,,
October,0.63,2.25,2.78,2.08,,,,,,,,
November,4.65,3.62,0.70,3.30,,,,,,,,
December,1.42,2.07,0.57,1.75,,,,,,,,
Total,31.33,22.70,19.04,23.71,,,,,,,,
Calc annual,31.33,22.70,19.04,23.71,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
