BARROW-IN-FURNESS (RISEDALE SCHOOL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD209695,Long,-3.211553,Lat,54.115263,Elevation,55,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3016/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.69,5.78,4.13,5.08,2.47,3.6,1.58,5.07,3.31,4.03,4.23,3.04,2.13,4.54,6.21,4.19,3.31,4.92,3.3,8,2.43,1.88,4.35,3.3,1.96,3.28,2.05,3.42,2.88,,,
February,,,,,,,,,,2.76,0.37,3.69,0,3.26,0.08,4.3,1.91,6.38,0.93,3.44,1.76,3.52,2.11,2.19,1.76,4.56,3.16,0.49,2.33,1.59,4.23,3.16,0.87,1.19,3.83,1.99,0.49,2.92,,,
March,,,,,,,,,,0.64,2.24,0.43,3.77,3.88,2.51,1.18,2.9,2.08,1.26,2.86,4.56,3.17,2.87,1.37,0.5,2.67,1.31,6.71,1.96,2.6,2.36,4.67,2.42,0.37,2.56,1.99,1.66,2.37,,,
April,,,,,,,,,,1.93,2.03,1.97,2.41,1.79,2.51,3.51,0.63,3.05,0.28,2.04,4.42,2.15,1.78,2.16,3.17,1.85,1.34,3.9,1.92,2.63,2.22,1.14,2.38,2.8,0.62,1.52,0.91,0.41,,,
May,,,,,,,,,,1.82,1.33,2.49,6.49,2.58,3.16,1.2,0.9,1.46,3.26,0.43,1.55,2.6,3.35,3.76,2.78,2.98,1.27,5.49,1.4,2.48,0.89,1.43,2.41,2.43,2.89,2.3,1.94,,,,
June,,,,,,,,,,2.06,1.06,6.53,1.59,1.58,2.32,4.84,2.32,1.93,4.44,2.62,0.38,0.56,1.47,2.57,2.18,2.8,2.28,3.11,5.44,0.35,1.43,0.8,2.38,1.57,3.1,3.14,1.47,0.82,,,
July,,,,,,,,,,3.64,3.06,3.78,4.75,1.58,1.61,1.04,3.26,2.62,5.04,5.96,4.89,1.35,3.26,3.12,2.84,3.32,2.26,2.73,2.07,3.65,2.88,2,1.5,3,4.45,-999,6.35,2.45,,,
August,,,,,,,,,,4.82,7.04,3.61,1.2,3.04,5.63,2.74,3.24,1.57,2.13,2.19,1.08,2.18,5.47,6.25,3.07,0.72,5.11,0.29,4.06,3.01,4.97,2.96,4,3.81,5.68,-999,7.43,,,,
September,,,,,,,,,,1.89,2.28,2.44,3.96,0.61,4.25,7.33,5.05,3.01,2.77,2.71,3.2,1.43,2.79,5.72,5.03,3.12,5.77,3.86,3.66,1.15,8.36,4.5,3.17,4.25,6.44,-999,4.07,,,,
October,,,,,,,,,,5.21,6.61,3.29,5.58,3.61,5.21,5.43,2.2,2.56,8.69,1.59,4.8,5.67,3.95,4.98,5.1,4.77,0.5,0.54,3.04,6.12,3.28,1.16,3.2,2.7,7.52,2.95,3.03,,,,
November,,,,,,,,,,8.26,5.2,7.7,2.53,2.78,1.89,4.16,5.26,2.01,6.63,4.88,4.44,2.56,0.9,4.12,7.23,0.14,8.08,5.09,3.37,4.66,4.56,7.54,2.23,5.83,9.22,1.53,1.31,,,,
December,,,,,,,,,,7.85,5.27,2.96,3.37,1.14,6.63,3.59,4.69,3.78,5.41,1.84,4.57,1.68,4.31,1.89,3.3,2.69,5.79,2.35,3.34,5.28,2.85,7.52,4.29,3.51,3.98,4.13,3.87,,,,
Total,,,,,,,,,,43.57,42.27,43.02,40.73,28.32,39.4,40.9,37.43,33.76,44.87,34.79,38.69,29,36.8,44.34,41.15,32.93,41.79,37.86,40.59,35.95,39.91,41.23,32.15,33.42,53.57,28.34,35.95,,,,
