"CHRISTCHURCH HARROW LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,621,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,5.00,2.34,5.94,1.47,4.33,
February,,,,,,,2.24,3.73,2.44,1.39,0.66,
March,,,,,,,0.61,3.79,3.28,0.22,1.30,
April,,,,,,,2.90,2.26,2.71,1.37,2.96,
May,,,,,,,2.27,0.89,1.71,2.51,3.06,
June,,,,,,,3.60,2.38,2.49,1.29,0.71,
July,,,,,,,1.89,3.02,1.60,2.02,1.36,
August,,,,,,,1.04,3.88,2.29,2.24,3.29,
September,,,,,,,0.67,5.62,1.69,0.47,2.87,
October,,,,,,,3.12,2.25,6.45,4.21,2.49,
November,,,,,,,9.71,4.52,3.03,9.83,5.90,
December,,,,,,,0.65,4.16,2.84,6.93,4.37,
Total,,,,,,,33.70,38.84,36.47,33.95,33.30,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,33.70,38.84,36.47,33.95,33.30,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,
