MONTROSE WEST END PARK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO711575,Long,-2.47284,Lat,56.708751,Elevation,19,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.78,2.41,1.75,4.41,1.82,4.76,1.32,1.63,4.21,1.6,1.86,1.44,1.13,4.68,4.32,2.98,3.49,1.69,2.87,4.22,3.22,1.17,4.2,1.43,4.12,3.85,1.02,1.45,4.57,,,1.15,0.9,3.19,2.47,,,
February,,,,4.74,0.55,3.1,4.35,1.47,1.17,1.71,0.9,1.66,0.2,1.94,0.11,1.83,2.91,3.04,0.92,2.31,1.48,4.83,1.76,0.99,0.84,2.08,0.96,2.42,2.39,1.23,2.25,2.31,,0.66,2.19,1.99,1.42,,,,
March,,,,1.4,0.67,1.18,0.79,2.47,3.91,0.23,1.25,1.33,3.22,1.6,2.28,1.64,1.92,2.84,0.34,2.69,2.62,1.41,1.56,0.4,0.73,0.82,1.64,2.7,0.69,1.4,2.49,2.27,,0.29,2.12,1.47,0.98,,,,
April,,,,2.41,1.99,2.88,1.95,2.12,1.17,1.05,2.22,2.07,2.66,1.72,6.44,3.69,0.51,2.18,0.37,0.66,1.32,2.42,1.29,1.29,2.63,1.05,0.28,2.89,1.05,2.12,1.28,2.49,1.04,3.13,1.28,0.78,1.02,,,,
May,,,,1.76,3.58,3.33,2.8,2.47,1.49,2.35,1.5,3.12,3.24,1.14,2.48,1.1,1.15,2.28,2.86,1.28,1.37,1.89,2.94,3.88,2.6,4.52,1.74,4.37,3.49,1.56,1.28,1.47,2.83,1.9,2.98,1.39,0.42,,,,
June,,,,0.72,1.42,0.81,2.34,2.51,3.28,1.57,1.63,5,1.04,1.01,0.8,3.93,0.88,1.92,3.46,1.7,0.15,1.33,0.82,1.08,2.39,1.99,3.52,2.55,2.99,1.12,0.97,1.69,2.26,1.44,1.5,0.68,2.59,,,,
July,,,,1.82,4.41,2.19,2.51,2.04,1.6,3.16,2.39,4.84,3.66,2.94,2.69,1.08,4.19,4.25,3.58,4.64,5.07,2.63,2.49,1.73,1.79,2.86,4.44,1.65,2.19,1.93,3.89,2.69,2.38,4,1.66,0.65,3.33,,,,
August,,,,5.34,3.67,2.12,2.39,3.34,4.33,4.6,5.3,2.16,0.54,0.99,3.05,1.58,1.11,6.49,0.72,1.81,0.74,2.85,2.98,4.09,1.29,4.23,2.6,0.07,5.76,3.26,2.85,3.8,2.42,2.33,2.66,0.36,4.56,,,,
September,,,,2.8,5.08,3.21,4.72,6.7,2.54,0.64,5.03,1.55,2.2,1.09,3.35,4.01,3.44,1.38,3.28,2.46,2.49,0.38,2.58,2.23,2.06,3.25,3.25,1.63,1.84,1.82,5.84,1.45,0.8,2.85,2.02,1.65,4.75,,,,
October,,,,2.51,4.81,2.53,5.7,5.17,3.49,2.93,2.81,0.79,6.75,3.96,2.83,3.65,0.98,3.15,3.42,2.91,4.71,4.54,2.55,2.63,4.45,4.68,0.55,1.39,2.82,3.49,1.15,0.76,2.4,1.21,5.18,2.43,1.82,,,,
November,,,1.57,2.87,1.85,1.18,5.26,2.2,2.58,3.71,3.58,6.49,1.23,2.48,1.16,4.53,1.16,0.8,3.84,3.54,6.08,4,0.42,1.13,2.72,1.35,6.46,1.93,1.01,3.77,3.03,7.07,1.91,2.52,4.81,2.09,0.81,,,,
December,,,1.7,3.33,3.08,2.08,0.34,2.39,2.71,4.81,3.34,1.14,2.34,1.58,4.36,2.49,1.91,3.94,3.29,1.26,2.31,0.83,2.53,1.02,2.71,4.57,3.43,1.94,3.75,1.8,1.41,1.91,2,3.34,2.75,5.28,3.53,,,,
Total,,,24.56,31.48,33.52,26.36,37.56,34.7,33.03,28.08,31.58,34.36,28.68,22.31,30.99,30.66,24.84,36.59,29.06,28.75,30.03,29.98,26.14,23.69,25.38,35.6,30.3,27.66,31.83,24.52,27.89,32.48,,,30.3,19.67,28.42,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The gauge moved to West End Park in October 1922, although the name on the 1910s record sheet suggests it might have been earlier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The NGR on the 1950s record sheet places the gauge in the High Street near the church. The relationship to the station and church places the gauge in the middle of the road West End Park, which is the NGR used",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
