FOXHILL (PUMPING STATION),,,,,,,,,,,,
Grid ref,SJ506748,Long,-2.742137,Lat,53.267878,,,,,,,
Station no,2782/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.90,2.51,0.93,1.62,1.96,3.03,1.42,2.96,2.63,3.38,,
February,1.83,2.23,1.19,1.89,1.91,0.41,2.17,3.61,0.20,1.45,,
March,3.62,1.41,0.92,1.59,0.95,1.32,2.03,1.72,1.02,1.10,,
April,1.55,1.74,1.94,0.66,1.18,2.43,0.61,0.58,1.84,1.34,,
May,2.59,1.92,1.82,1.95,2.14,1.17,1.67,2.50,2.16,2.05,,
June,1.42,2.22,1.44,2.92,2.88,1.76,1.39,4.11,2.28,1.60,,
July,3.40,1.82,3.53,3.54,0.38,5.82,4.29,3.01,2.66,3.27,,
August,3.71,1.21,2.56,3.55,1.09,8.22,3.42,2.84,0.31,3.55,,
September,1.55,2.69,2.92,2.69,1.94,2.45,5.95,3.15,0.18,2.53,,
October,0.68,2.74,1.16,4.74,0.99,2.67,2.54,2.11,1.95,3.01,,
November,5.59,2.01,2.15,3.48,0.79,1.37,1.43,1.77,3.45,4.04,,
December,3.53,2.43,1.04,2.18,2.67,2.07,2.35,2.74,3.91,2.39,,
Total,31.37,24.93,21.60,30.81,18.88,32.72,29.27,31.10,22.59,29.71,,
Calc annual,31.37,24.93,21.60,30.81,18.88,32.72,29.27,31.10,22.59,29.71,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
