"STONYHURST COLLEGE OBSERVATORY",,,,,,,,,,,,
Grid ref,SD692388,Long,-2.469602,Lat,53.844522,,,,,,,
Station no,2978,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.03,2.94,4.91,5.25,3.90,2.80,5.80,2.60,5.54,2.50,,
February,3.07,2.15,1.39,4.54,3.92,2.61,3.50,3.54,4.02,3.90,,
March,0.66,3.35,3.74,4.94,2.74,3.50,3.95,5.18,3.31,2.60,,
April,3.36,2.43,2.34,2.88,3.75,3.70,1.91,1.79,2.46,4.26,,
May,1.54,0.67,3.00,3.17,2.81,0.53,4.41,3.48,3.70,2.25,,
June,2.63,1.89,1.05,2.22,1.18,2.84,1.92,8.65,2.46,2.63,,
July,3.07,1.80,3.57,4.53,2.09,3.30,2.46,3.10,5.47,7.45,,
August,5.98,3.24,3.80,6.36,5.11,3.95,4.39,5.82,4.09,2.90,,
September,2.93,1.26,1.17,5.89,1.27,4.46,1.31,1.07,5.06,3.51,,
October,7.55,4.53,5.10,10.83,3.67,4.65,6.86,3.84,2.21,5.30,,
November,4.37,8.15,1.98,4.53,5.13,4.03,4.83,3.36,4.84,2.62,,
December,5.52,5.81,4.10,3.00,3.10,1.36,6.05,5.80,3.65,7.30,,
Total,46.71,38.22,36.15,58.14,38.67,37.73,47.39,48.23,46.81,47.22,,
Calc annual,46.71,38.22,36.15,58.14,38.67,37.73,47.39,48.23,46.81,47.22,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
