"LEYBURN THORNBURGH HOUSE",,,,,,,,,,,,
Grid ref,SE110907,Long,-1.832430,Lat,54.311779,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,4.17,,,,,,,,
February,,,,4.08,,,,,,,,
March,,,,5.32,,,,,,,,
April,,,,1.38,,,,,,,,
May,,,,4.49,,,,,,,,
June,,,,2.22,,,,,,,,
July,,,,3.43,,,,,,,,
August,,,,2.85,,,,,,,,
September,,,,2.74,,,,,,,,
October,,,,9.98,,,,,,,,
November,,,,1.87,,,,,,,,
December,,,,2.42,,,,,,,,
Total,,,,44.95,,,,,,,,
Calc annual,0.00,0.00,0.00,44.95,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
