"READING CALCOT PLACE",,,,,,,,,,,,
Grid ref,SU676716,Long,-1.028813,Lat,51.439371,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.95,1.40,0.84,3.03,2.82,0.51,3.82,0.57,1.57,0.76,,
February,3.81,1.67,1.43,1.18,2.74,0.56,2.15,1.39,0.95,0.44,,
March,0.97,1.56,1.92,3.29,1.13,4.16,1.43,1.10,2.90,3.27,,
April,0.67,2.34,1.05,2.14,1.26,1.98,0.67,2.93,4.47,2.27,,
May,1.47,0.62,2.48,4.78,3.77,1.83,2.46,1.72,2.00,1.87,,
June,2.06,0.63,3.04,5.41,1.02,4.87,2.24,2.38,0.95,4.60,,
July,0.60,3.48,1.26,2.97,1.42,0.64,0.50,1.78,1.71,2.64,,
August,2.36,1.63,3.49,3.07,2.01,3.18,1.06,1.73,2.77,2.27,,
September,0.53,1.97,1.14,1.72,1.74,1.27,0.84,0.93,1.73,3.24,,
October,2.07,1.91,1.80,6.95,1.89,1.58,5.25,4.94,1.87,4.66,,
November,2.46,0.51,2.47,2.20,2.03,3.16,3.44,2.28,0.85,0.72,,
December,3.45,3.60,1.36,2.07,2.87,0.80,2.51,3.68,2.42,2.95,,
Total,23.40,21.32,22.28,38.81,24.70,24.54,26.37,25.43,24.19,29.69,,
Calc annual,23.40,21.32,22.28,38.81,24.70,24.54,26.37,25.43,24.19,29.69,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,,
