"YORK MUSEUM GARDENS",,,,,,,,,,,,
Grid ref,SE599521,Long,-1.088532,Lat,53.961524,,,,,,,
Station no,3448,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.01,1.71,2.06,0.51,2.82,0.84,1.20,0.69,,
February,,,1.26,1.18,2.34,0.74,1.67,1.03,1.69,0.70,,
March,,,0.97,2.45,1.49,1.65,1.36,1.22,2.86,3.36,,
April,,,1.42,1.31,1.71,2.61,1.02,1.27,2.00,2.06,,
May,,,2.23,4.02,2.56,0.74,1.72,3.38,2.36,1.48,,
June,,,1.84,1.88,0.83,2.39,1.37,3.63,0.79,2.06,,
July,,,2.31,3.16,1.85,1.59,0.92,1.55,2.65,3.01,,
August,,,1.93,2.02,3.11,3.41,2.22,1.85,2.02,2.86,,
September,,,0.43,3.37,1.15,2.19,0.48,0.80,1.86,1.55,,
October,,,2.06,6.95,0.70,1.28,4.70,4.63,0.78,2.22,,
November,,,1.33,1.41,1.66,3.32,2.83,2.63,1.62,0.47,,
December,,,1.90,0.85,1.38,0.25,1.65,2.77,1.87,4.37,,
Total,27.14,20.32,18.69,30.31,20.84,20.68,22.76,25.60,21.70,24.83,,
Calc annual,0.00,0.00,18.69,30.31,20.84,20.68,22.76,25.60,21.70,24.83,,
Difference,27.14,20.32,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
