"FORT WILLIAM OBSERVATORY",,,,,,,,,,,,
Grid ref,NN097734,Long,-5.119150,Lat,56.813054,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.99,6.98,9.46,15.49,7.64,8.32,,,,,,
February,3.26,2.04,1.10,16.46,5.93,9.44,,,,,,
March,0.64,3.89,7.42,15.90,5.25,9.27,,,,,,
April,5.87,5.38,3.16,3.46,9.74,3.49,,,,,,
May,6.04,1.41,4.46,4.32,6.05,5.03,,,,,,
June,4.40,5.85,1.59,3.36,4.73,3.90,,,,,,
July,4.51,3.19,3.53,5.79,5.15,4.89,,,,,,
August,6.06,5.31,4.82,11.98,6.92,7.91,,,,,,
September,7.40,6.60,5.32,6.61,8.56,7.35,,,,,,
October,8.80,8.84,8.72,12.46,6.00,5.24,,,,,,
November,4.37,4.63,3.40,5.41,6.00,6.15,,,,,,
December,20.80,9.98,8.57,5.22,8.00,8.41,,,,,,
Total,82.14,64.10,61.55,106.46,79.97,79.39,,,,,,
Calc annual,82.14,64.10,61.55,106.46,79.97,79.40,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,0.00,-0.01,NaN,NaN,NaN,NaN,,
