"HORTON",,,,,,,,,,,,
Grid ref,TQ012758,Long,-0.544342,Lat,51.472124,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.69,0.69,,
February,,,,,,,,,0.90,0.36,,
March,,,,,,,,,2.86,2.85,,
April,,,,,,,,,2.94,1.83,,
May,,,,,,,,1.83,1.43,1.22,,
June,,,,,,,,2.15,1.28,3.27,,
July,,,,,,,,1.45,2.45,3.09,,
August,,,,,,,,1.67,2.34,1.61,,
September,,,,,,,,0.67,1.87,2.22,,
October,,,,,,,,4.33,2.62,3.79,,
November,,,,,,,,2.09,0.66,0.58,,
December,,,,,,,,3.14,2.18,2.35,,
Total,,,,,,,,,23.22,23.86,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.33,23.22,23.86,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
