"MACCLESFIELD WINCLE",,,,,,,,,,,,
Grid ref,SJ958660,Long,-2.064316,Lat,53.191070,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.34,1.98,0.94,3.98,2.49,1.73,5.48,1.49,,,,
February,3.28,1.25,0.56,2.88,0.77,1.90,3.87,2.33,,,,
March,0.43,2.99,3.50,5.65,1.67,4.16,3.95,2.69,,,,
April,2.03,3.13,1.60,1.73,2.58,2.41,1.50,1.82,,,,
May,1.40,1.46,5.90,1.66,1.74,0.80,3.80,4.02,,,,
June,4.42,2.62,1.49,0.82,2.46,1.14,2.05,8.28,,,,
July,3.57,1.91,2.48,3.71,1.18,2.94,1.29,4.07,,,,
August,5.01,3.20,3.42,4.24,2.98,3.68,3.21,4.70,,,,
September,1.14,1.03,1.45,5.01,0.69,1.98,2.16,0.94,,,,
October,6.39,4.29,4.30,7.64,1.50,3.96,5.23,5.06,,,,
November,3.19,4.50,1.34,2.96,2.55,3.54,3.00,2.57,,,,
December,5.05,4.52,2.47,1.97,1.73,0.89,3.29,3.14,,,,
Total,40.25,32.88,29.45,42.25,22.34,29.13,38.83,41.11,,,,
Calc annual,40.25,32.88,29.45,42.25,22.34,29.13,38.83,41.11,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,,
