"FOWNHOPE MORNEY CROSS",,,,,,,,,,,,
Grid ref,SO570358,Long,-2.628021,Lat,52.018945,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.11,1.57,0.66,2.89,2.70,,,1.47,0.63,0.83,,
February,5.26,0.64,0.97,1.26,3.89,,,0.67,0.78,0.42,,
March,1.09,2.60,1.28,3.22,1.48,,,0.54,2.63,2.41,,
April,0.86,2.56,1.76,1.70,0.70,,,2.84,2.58,1.98,,
May,2.22,0.76,1.65,3.81,1.39,,,2.33,1.35,0.76,,
June,1.51,2.17,3.19,2.55,0.72,,,2.14,1.10,1.85,,
July,1.40,2.68,0.97,2.26,3.11,,0.48,2.88,1.63,1.93,,
August,3.12,2.09,3.26,3.63,1.51,,,1.72,2.98,1.51,,
September,0.61,2.02,1.79,2.87,1.59,,,0.71,1.58,2.92,,
October,2.73,1.00,3.12,4.98,0.74,,,8.48,2.09,2.89,,
November,2.46,0.73,2.59,1.17,1.40,,,2.02,1.25,0.95,,
December,4.95,4.06,1.25,2.09,1.78,,,3.05,2.38,3.62,,
Total,29.32,22.88,22.49,32.43,21.01,,,28.85,20.98,22.07,,
Calc annual,29.32,22.88,22.49,32.43,21.01,0.00,0.48,28.85,20.98,22.07,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,0.00,0.00,0.00,,
