"BRADFORD BOWLING DYEWORKS",,,,,,,,,,,,
Grid ref,SE167314,Long,-1.748061,Lat,53.778667,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.95,,,,,,,,,,,
February,4.52,,,,,,,,,,,
March,0.68,,,,,,,,,,,
April,1.26,,,,,,,,,,,
May,1.09,,,,,,,,,,,
June,2.75,,,,,,,,,,,
July,2.06,,,,,,,,,,,
August,4.39,,,,,,,,,,,
September,0.61,,,,,,,,,,,
October,3.81,,,,,,,,,,,
November,4.27,,,,,,,,,,,
December,3.75,,,,,,,,,,,
Total,33.14,,,,,,,,,,,
Calc annual,33.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
