"OLLERTON BOUGHTON W.W.",,,,,,,,,,,,
Grid ref,SK667691,Long,-1.002624,Lat,53.214782,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.76,1.46,1.46,1.66,2.61,0.75,3.29,0.55,0.73,0.89,,
February,3.41,1.24,1.68,0.91,3.49,0.88,2.08,1.61,1.52,0.56,,
March,0.61,2.33,1.43,3.48,2.31,2.32,1.51,1.19,2.50,2.74,,
April,0.83,1.11,2.20,0.74,1.13,1.62,0.66,1.93,2.15,1.29,,
May,1.25,0.79,2.40,4.18,2.59,0.58,1.29,2.71,1.76,1.06,,
June,1.55,1.13,2.33,1.45,1.38,3.18,1.93,2.30,2.57,3.98,,
July,1.86,4.33,1.42,2.75,3.13,1.44,0.55,1.21,2.42,3.64,,
August,5.32,0.89,3.62,5.29,3.86,2.81,1.11,2.11,2.72,3.36,,
September,1.23,1.19,1.09,2.27,1.28,1.27,0.85,0.59,2.40,2.73,,
October,2.30,1.03,2.30,5.83,0.41,1.38,5.10,5.12,0.64,2.85,,
November,2.45,2.35,1.51,1.67,0.93,2.81,2.49,2.31,1.07,0.26,,
December,3.20,3.73,2.43,1.00,1.39,0.63,2.69,2.57,1.37,4.29,,
Total,26.77,21.58,23.87,31.23,24.51,19.67,23.55,24.20,21.85,27.65,,
Calc annual,26.77,21.58,23.87,31.23,24.51,19.67,23.55,24.20,21.85,27.65,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
