"HORWICH RIDGMONT",,,,,,,,,,,,
Grid ref,SD652112,Long,-2.527280,Lat,53.596208,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,0.54,,,,,,
June,,,,,,2.64,,,,,,
July,,,,,,2.16,,,,,,
August,,,,,,5.22,,,,,,
September,,,,,,3.13,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,13.69,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
