"BRADFORD HEATON RESERVOIR",,,,,,,,,,,,
Grid ref,SE154353,Long,-1.767595,Lat,53.813760,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.54,2.07,1.73,2.42,3.46,1.27,4.43,1.52,1.97,1.66,,
February,4.85,1.75,1.64,3.43,3.87,1.62,2.49,1.83,2.22,0.91,,
March,0.86,2.73,1.51,4.57,2.42,2.73,2.56,2.52,3.40,3.30,,
April,1.42,2.40,1.88,1.47,1.85,2.89,0.96,1.90,2.39,3.03,,
May,1.15,1.19,2.54,3.08,3.51,1.07,3.24,3.77,2.22,2.47,,
June,2.60,0.71,1.75,1.19,1.73,1.74,2.06,4.16,1.36,3.30,,
July,4.90,1.68,2.42,3.80,2.67,1.53,2.36,3.32,3.27,3.33,,
August,5.05,1.65,3.32,3.40,3.77,4.60,3.15,2.28,2.52,3.10,,
September,0.58,1.41,1.50,4.51,0.61,1.65,0.55,0.69,2.84,3.03,,
October,4.21,1.91,3.56,9.48,0.76,2.46,5.77,5.22,2.13,2.93,,
November,3.77,4.47,2.55,1.93,2.30,4.38,3.47,3.14,2.21,0.90,,
December,3.97,5.99,3.64,2.16,2.32,0.56,2.74,3.58,2.41,4.23,,
Total,37.90,27.96,28.04,41.44,29.27,26.50,33.78,33.93,28.94,32.19,,
Calc annual,37.90,27.96,28.04,41.44,29.27,26.50,33.78,33.93,28.94,32.19,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
