"SOUTH MOLTON DEVON",,,,,,,,,,,,
Grid ref,SS713264,Long,-3.836403,Lat,51.022524,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.52,,,,,,,,,,,
February,5.87,,,,,,,,,,,
March,1.36,,,,,,,,,,,
April,2.21,,,,,,,,,,,
May,1.51,,,,,,,,,,,
June,3.15,,,,,,,,,,,
July,0.85,,,,,,,,,,,
August,3.95,,,,,,,,,,,
September,1.69,,,,,,,,,,,
October,8.26,,,,,,,,,,,
November,5.05,,,,,,,,,,,
December,6.49,,,,,,,,,,,
Total,45.91,,,,,,,,,,,
Calc annual,45.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
