"WALSALL BROCKHURST SEWAGE FARM",,,,,,,,,,,,
Grid ref,SP007966,Long,-1.991105,Lat,52.567227,,,,,,,
Station no,2329,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.17,1.32,0.78,2.00,2.11,1.01,3.25,1.19,0.93,1.21,,
February,3.56,1.41,1.43,1.14,3.79,0.42,2.09,1.32,1.43,0.70,,
March,0.72,1.83,1.27,4.37,1.33,2.72,1.36,1.21,3.53,3.11,,
April,0.86,1.51,2.03,1.45,1.02,1.75,1.33,2.02,2.73,1.70,,
May,1.68,1.18,2.84,1.87,2.30,0.31,2.60,4.87,3.76,1.57,,
June,2.42,2.26,1.76,1.54,0.26,2.34,2.09,3.00,3.15,3.95,,
July,2.54,2.79,1.48,1.82,2.12,2.46,1.77,3.32,3.11,3.85,,
August,3.49,2.11,3.87,4.75,2.50,4.21,1.45,2.92,3.36,1.99,,
September,0.67,0.48,1.20,2.84,1.94,1.22,1.68,1.04,2.02,3.06,,
October,2.82,1.96,2.26,5.68,0.46,1.15,5.86,6.54,2.32,3.60,,
November,2.37,1.20,1.97,1.64,1.41,2.24,3.53,2.59,1.94,1.20,,
December,3.97,4.12,1.29,1.68,1.49,0.74,2.48,3.50,2.65,4.71,,
Total,28.27,22.17,22.18,30.78,20.73,20.57,29.49,33.52,30.93,30.65,,
Calc annual,28.27,22.17,22.18,30.78,20.73,20.57,29.49,33.52,30.93,30.65,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
